bolge,bolge_adi,bina_serial,tellcordia_id,location_id,ad,site_adi,blok_adi,kapi_no,mahalle,cadde,sokak,ilce,il,obek,lat,lon,kat,toplam_hp,res_hp,aktif_res,firsat,penetrasyon,ofis_km
6,Osmangazi · Hamitler – Yunuseli,BN0000143414,107779,143414,İPEKKENT 2 SİT. D BLOK,İPEKKENT 2,İPEKKENT 2,12,Akpınar,Armağan Cd.,Armağan Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,40.25115897424893,28.965608000000003,2,4,4,0,4,0.0,3.5487133001540925
6,Osmangazi · Hamitler – Yunuseli,BN0000143415,107609,143415,İPEKKENT 2 SİT. E BLOK,İPEKKENT 2,İPEKKENT 2,4,Akpınar,Haber Cd.,Haber Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,40.250942907055176,28.96583071542369,2,4,4,2,2,0.5,3.5314099133768315
6,Osmangazi · Hamitler – Yunuseli,BN0000143416,107441,143416,İPEKKENT 2 SİT. F BLOK,İPEKKENT 2,İPEKKENT 2,10,Akpınar,Armağan Cd.,Armağan Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,40.25095247271132,28.965445328622657,2,4,4,6,0,1.5,3.522861806140895
6,Osmangazi · Hamitler – Yunuseli,BN0000143417,107608,143417,İPEKKENT 2 SİT. G BLOK,İPEKKENT 2,İPEKKENT 2,6,Akpınar,Haber Cd.,Haber Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,40.250778076230816,28.965667323804485,2,4,4,1,3,0.25,3.509897583021843
6,Osmangazi · Hamitler – Yunuseli,BN0000143418,107378,143418,İPEKKENT 2 SİT. H BLOK,İPEKKENT 2,İPEKKENT 2,8,Akpınar,Haber Cd.,Haber Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,40.25076651938188,28.965350885419944,2,4,4,2,2,0.5,3.5008607261661027
6,Osmangazi · Hamitler – Yunuseli,BN-0000334014,16014743244,O23190473,FUAR SİT. A BLK.,FUAR,FUAR,27-29,Alemdar,1. Bahçeli Sk.,1. Bahçeli Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21289385276808,29.03425462020381,5,9,6,1,5,0.1666666666666666,6.912268684925684
6,Osmangazi · Hamitler – Yunuseli,BN-0000334015,16014744272,O23190474,FUAR SİT. B BLK.,FUAR,FUAR,72,Alemdar,1. Bahçeli Sk.,1. Bahçeli Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21304116946285,29.034288298820005,7,9,6,1,5,0.1666666666666666,6.9131643023495295
6,Osmangazi · Hamitler – Yunuseli,BN-0000334016,16014744273,O23190475,FUAR SİT. C BLK.,FUAR,FUAR,75,Alemdar,1. Bahçeli Sk.,1. Bahçeli Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21317699626585,29.03430577755473,9,9,6,0,6,0.0,6.912879106996746
6,Osmangazi · Hamitler – Yunuseli,BN-0000334017,16014744274,O23190476,FUAR SİT. D BLK.,FUAR,FUAR,77,Alemdar,1. Bahçeli Sk.,1. Bahçeli Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21331335279992,29.034311637512783,9,9,6,1,5,0.1666666666666666,6.911639012730939
6,Osmangazi · Hamitler – Yunuseli,BN-0000334018,16014744275,O23190477,FUAR SİT. E BLK.,FUAR,FUAR,79,Alemdar,1. Bahçeli Sk.,1. Bahçeli Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21344886564751,29.034331170864817,9,9,6,1,5,0.1666666666666666,6.9115970116819545
6,Osmangazi · Hamitler – Yunuseli,BN-0000334019,16014744276,O23190478,FUAR SİT. F BLK.,FUAR,FUAR,83,Alemdar,1. Bahçeli Sk.,1. Bahçeli Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21359016640598,29.03436121018448,9,9,6,4,2,0.6666666666666666,6.912405383463859
6,Osmangazi · Hamitler – Yunuseli,BN-0000334020,16014744277,O23190479,FUAR SİT. G BLK.,FUAR,FUAR,81,Alemdar,1. Bahçeli Sk.,1. Bahçeli Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21371637204401,29.03428087204477,9,9,6,4,2,0.6666666666666666,6.904101513156197
6,Osmangazi · Hamitler – Yunuseli,BN-0000334021,16014744278,O23190480,FUAR SİT. H BLK.,FUAR,FUAR,5,Alemdar,517. Sk.,517. Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.2135101285919,29.03408874617315,9,9,6,7,0,1.1666666666666667,6.890364069593142
6,Osmangazi · Hamitler – Yunuseli,BN-0000334022,16014743174,O23190481,FUAR SİT. I BLK.,FUAR,FUAR,7B,Alemdar,517. Sk.,517. Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21337841325854,29.033987218471587,9,9,6,1,5,0.1666666666666666,6.883424235505095
6,Osmangazi · Hamitler – Yunuseli,BN-0000334023,16014744279,O23190482,FUAR SİT. J BLK.,FUAR,FUAR,9B,Alemdar,517. Sk.,517. Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21324728563332,29.034060209904855,9,9,6,3,3,0.5,6.891246424457366
6,Osmangazi · Hamitler – Yunuseli,BN-0000334024,16014744280,O23190483,FUAR SİT. K BLK.,FUAR,FUAR,11B,Alemdar,517. Sk.,517. Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.2131238191895,29.03404494988398,9,9,6,1,5,0.1666666666666666,6.891546830143533
6,Osmangazi · Hamitler – Yunuseli,BN-0000334025,16014744281,O23190484,FUAR SİT. L BLK.,FUAR,FUAR,13B,Alemdar,517. Sk.,517. Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21299642721044,29.03402437233078,9,9,6,2,4,0.3333333333333333,6.891477564326652
6,Osmangazi · Hamitler – Yunuseli,BN-0000334026,16014744282,O23190485,FUAR SİT. M BLK.,FUAR,FUAR,23,Alemdar,1. Songül Sk.,1. Songül Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21288620938808,29.034009091616056,9,9,6,3,3,0.5,6.891654076370632
6,Osmangazi · Hamitler – Yunuseli,BN-0000334659,16014744321,O23245525,FUAR SİT. N BLK.,FUAR,FUAR,25,Alemdar,1. Songül Sk.,1. Songül Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21281016637168,29.034005067563733,8,8,7,2,5,0.2857142857142857,6.892338481654945
6,Osmangazi · Hamitler – Yunuseli,BN0001025543,16014743242,O27779059,SENAPARK EVLERİ SİT. A BLK.,SOĞANLI EVLERİ,SOĞANLI EVLERİ,10,Alemdar,2. Akgün Sk.,2. Akgün Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21117151752909,29.035247222338526,9,10,8,2,6,0.25,7.02128590371184
6,Osmangazi · Hamitler – Yunuseli,BN0001025544,16014743243,O27779060,SENAPARK EVLERİ SİT. B BLK.,SOĞANLI EVLERİ,SOĞANLI EVLERİ,8,Alemdar,2. Akgün Sk.,2. Akgün Sk.,Osmangazi,Bursa,BRS-SOGANLI,40.21118577832755,29.035071605019667,8,10,8,1,7,0.125,7.006288124427248
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-12,16014701510,O433984,BUTTİM PLAZA,BUTTİM PLAZA,BUTTİM PLAZA,59,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23699389856941,29.064546823782475,10,80,0,7,0,,9.612513763508078
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-11,16014701499,O433983,BUTTİM SİT. A2 BLOK,BUTTİM,BUTTİM,424/5,Altınova,İstanbul Cd.,İstanbul Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23624167655147,29.066398018453626,12,100,0,30,0,,9.751784260834286
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-6,16014701504,O433978,BUTTİM SİT. A4 BLOK,BUTTİM,BUTTİM,45,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23682521219328,29.06778958802572,9,100,0,14,0,,9.879806067562509
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-10,16014701500,O433982,BUTTİM SİT. B2 BLOK,BUTTİM,B2,55,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23771806886606,29.065204683137832,1,100,0,8,0,,9.682896602505474
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-5,16014701505,O433977,BUTTİM SİT. B4 BLOK,BUTTİM,BUTTİM,53A,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.237977396882215,29.06628959925865,5,55,0,5,0,,9.778964784853947
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-9,16014701501,O433981,BUTTİM SİT. C2 BLOK,BUTTİM,BUTTİM,49,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.237614173277656,29.067305775619403,8,100,0,7,0,,9.855820929078316
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-4,16014701506,O433976,BUTTİM SİT. C4 BLOK,BUTTİM,BUTTİM,41,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23621301467905,29.06712338549521,9,100,0,5,0,,9.811884892269733
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-8,16014701502,O433980,BUTTİM SİT. D2 BLOK,BUTTİM,BUTTİM,57,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23737524528144,29.06478402956087,9,100,0,10,0,,9.640410845932944
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-3,16014701507,O433975,BUTTİM SİT. D4 BLOK,BUTTİM,BUTTİM,53,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23792760906167,29.06573591692425,8,100,0,6,0,,9.731745515088974
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-7,16014701503,O433979,BUTTİM SİT. E2 BLOK,BUTTİM,BUTTİM,51,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23786424056382,29.06682801360109,9,100,0,3,0,,9.82136278477596
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-1,16014701509,O433973,BUTTİM SİT. E3 BLOK,BUTTİM,BUTTİM,43,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.23640919665602,29.067764113337283,9,100,0,5,0,,9.86934261117152
6,Osmangazi · Hamitler – Yunuseli,BN-00000864-2,16014701508,O433974,BUTTİM SİT. E4 BLOK,BUTTİM,BUTTİM,47,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,40.2372610681516,29.06764463369213,8,90,0,5,0,,9.876657625602268
6,Osmangazi · Hamitler – Yunuseli,BN-00004142-25,"1,60147209511E+011",O419073,17-BOSTANCI KENT-BRS-1050 KONUTLAR,KAYIP,,,Bağlarbaşı,,,Osmangazi,Bursa,BRS-ATAEVLER,40.23468334526651,28.980503649080664,1,15,15,1,14,0.0666666666666666,2.781818582580145
6,Osmangazi · Hamitler – Yunuseli,BN-00008889-2,34004155745,O781886,B-ALİ BOSTANCI 10.ETAP-BRS-1050 KONUTLAR,KAYIP,,,Bağlarbaşı,,,Osmangazi,Bursa,BRS-ATAEVLER,40.23468334526651,28.980503649080664,1,26,26,2,24,0.0769230769230769,2.781818582580145
6,Osmangazi · Hamitler – Yunuseli,BN-00020960-5,16014723695,O3793416,CENTRAL HILL PARK SİT. A BLOK,CENTRAL HILL PARK,CENTRAL HILL PARK,338A,Bağlarbaşı,Sanayi Cd.,Sanayi Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23306067562567,28.9819233469183,5,12,12,7,5,0.5833333333333334,2.7880851196954453
6,Osmangazi · Hamitler – Yunuseli,BN-00020960-4,16014723696,O3793415,CENTRAL HILL PARK SİT. B BLOK,CENTRAL HILL PARK,CENTRAL HILL PARK,338B,Bağlarbaşı,Sanayi Cd.,Sanayi Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23331407414989,28.981977533224317,4,12,12,7,5,0.5833333333333334,2.80618468083298
6,Osmangazi · Hamitler – Yunuseli,BN-00020960-3,16014723697,O3793414,CENTRAL HILL PARK SİT. C BLOK,CENTRAL HILL PARK,CENTRAL HILL PARK,338C,Bağlarbaşı,Sanayi Cd.,Sanayi Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.233556414645626,28.98204931744287,4,12,12,9,3,0.75,2.825108941595865
6,Osmangazi · Hamitler – Yunuseli,BN-00020960-2,16014723698,O3793413,CENTRAL HILL PARK SİT. D BLOK,CENTRAL HILL PARK,CENTRAL HILL PARK,338D,Bağlarbaşı,Sanayi Cd.,Sanayi Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23362935762062,28.98154571887245,4,12,12,5,7,0.4166666666666667,2.792666992811258
6,Osmangazi · Hamitler – Yunuseli,BN-00020960-1,16014723699,O3793412,CENTRAL HILL PARK SİT. E BLOK,CENTRAL HILL PARK,CENTRAL HILL PARK,338E,Bağlarbaşı,Sanayi Cd.,Sanayi Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23336638966749,28.98147209049545,3,10,10,7,3,0.7,2.772226540872551
6,Osmangazi · Hamitler – Yunuseli,BN-0000386582,16014723418,O26173354,ESENPARK SITESI SİT. A BLOK BLK.,ESENPARK SITESI,ESENPARK SITESI,1,Bağlarbaşı,4. Yeşilyurt Sk.,4. Yeşilyurt Sk.,Osmangazi,Bursa,BRS-ATAEVLER,40.232758733814194,28.98268760780177,4,19,15,6,9,0.4,2.8282749244003864
6,Osmangazi · Hamitler – Yunuseli,BN-0000386583,16014723419,O26173355,ESENPARK SITESI SİT. B BLOK BLK.,ESENPARK SITESI,ESENPARK SITESI,175E,Bağlarbaşı,Huzur Cd.,Huzur Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23291027124901,28.98246872226385,4,18,14,4,10,0.2857142857142857,2.8201405628138145
6,Osmangazi · Hamitler – Yunuseli,BN-0000258279,16014730229,O13269854,ÜÇÜZ KONAKLAR SİT. A BLK.,ÜÇÜZ KONAKLAR,ÜÇÜZ KONAKLAR,2A,Bağlarbaşı,1. İhsaniye Cd.,1. İhsaniye Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23077533228103,28.98925525803917,6,20,20,9,11,0.45,3.24478434654564
6,Osmangazi · Hamitler – Yunuseli,BN-0000258280,16014730230,O13269855,ÜÇÜZ KONAKLAR SİT. B BLK.,ÜÇÜZ KONAKLAR,ÜÇÜZ KONAKLAR,2B,Bağlarbaşı,1. İhsaniye Cd.,1. İhsaniye Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23112371315524,28.98918503126105,6,19,19,12,7,0.631578947368421,3.252991376656613
6,Osmangazi · Hamitler – Yunuseli,BN-0000258281,16014730231,O13269856,ÜÇÜZ KONAKLAR SİT. C BLK.,ÜÇÜZ KONAKLAR,ÜÇÜZ KONAKLAR,2C,Bağlarbaşı,1. İhsaniye Cd.,1. İhsaniye Cd.,Osmangazi,Bursa,BRS-ATAEVLER,40.23102311698701,28.989661027600164,7,18,16,13,3,0.8125,3.2867432313928617
6,Osmangazi · Hamitler – Yunuseli,BN0001197927,16003721699,O52516170,ACAR,,,9,Demirtaş Barbaros,Ulaş Sk.,Ulaş Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27749713148306,29.103591968622418,3,20,18,2,16,0.1111111111111111,14.230513966216591
6,Osmangazi · Hamitler – Yunuseli,BN0001197520,16164731142,O52505831,AFM,,,3,Demirtaş Barbaros,476. Sk.,476. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.2797939568902,29.10718311710333,9,9,9,1,8,0.1111111111111111,14.617012419041336
6,Osmangazi · Hamitler – Yunuseli,BN0001197526,16164730597,O52505838,AKSOY,,,2,Demirtaş Barbaros,1. Selamet Sk.,1. Selamet Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27488367067419,29.099808141906383,13,16,16,0,16,0.0,13.814594849336892
6,Osmangazi · Hamitler – Yunuseli,BN0001197571,16164731340,O52505885,ALSEZE,,,3,Demirtaş Barbaros,466. Sk.,466. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27819626030577,29.101753419181343,9,9,9,2,7,0.2222222222222222,14.125390056134409
6,Osmangazi · Hamitler – Yunuseli,BN0001203914,16164755095,O52821470,ALTIN EVLER APT NO 367,,,367A,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27617567929017,29.10619441548121,12,12,11,0,11,0.0,14.365835732790089
6,Osmangazi · Hamitler – Yunuseli,BN0001197931,16164732048,O52516177,AREL,,,62-66,Demirtaş Barbaros,Demirtaş Barbaros Cd.,Demirtaş Barbaros Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27481008262235,29.099677348157226,20,20,20,2,18,0.1,13.801042805951504
6,Osmangazi · Hamitler – Yunuseli,BN0001197522,16164731143,O52505833,ASELNUR,,,14,Demirtaş Barbaros,476. Sk.,476. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.280325422120406,29.10637575639513,6,11,11,0,11,0.0,14.582318299298134
6,Osmangazi · Hamitler – Yunuseli,BN0001202238,16164737885,O52745426,ASLI ÇAKAR NO7,,,7,Demirtaş Barbaros,473. Sk.,473. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.278500049418405,29.10630289228276,5,7,7,0,7,0.0,14.486224831205128
6,Osmangazi · Hamitler – Yunuseli,BN0001199470,16164737931,O52650416,ATILIM  NO8,,,8,Demirtaş Barbaros,471. Sk.,471. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27706533203799,29.1052721335072,4,9,9,0,9,0.0,14.33774872083044
6,Osmangazi · Hamitler – Yunuseli,BN0001199473,16164737932,O52650419,ATILIM NO10,,,10,Demirtaş Barbaros,471. Sk.,471. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27718844415621,29.10535152019744,6,9,9,3,6,0.3333333333333333,14.349767116079674
6,Osmangazi · Hamitler – Yunuseli,BN0001197500,16003721888,O52505810,ATİK,,,47,Demirtaş Barbaros,Demirtaş Barbaros Cd.,Demirtaş Barbaros Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27827251273085,29.102743427055,6,8,8,0,8,0.0,14.204293412148164
6,Osmangazi · Hamitler – Yunuseli,BN0001199468,16003721907,O52650414,ATİK,,,12,Demirtaş Barbaros,471. Sk.,471. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.277342176287256,29.105412371226635,5,18,18,2,16,0.1111111111111111,14.361858113792644
6,Osmangazi · Hamitler – Yunuseli,BN0001203913,16164754675,O52821469,ATİK APT NO 377,,,379A,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27680992466972,29.106405072821577,9,9,8,0,8,0.0,14.412204710779054
6,Osmangazi · Hamitler – Yunuseli,BN0001203912,16164755094,O52821466,ATİK APT NO 379,,,379,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27690670375808,29.106469422954174,6,7,6,1,5,0.1666666666666666,14.421766556994603
6,Osmangazi · Hamitler – Yunuseli,BN0001197535,16164730601,O52505847,ATİK NO 11,,,11,Demirtaş Barbaros,466. Sk.,466. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27862903229944,29.10222795777358,5,9,9,0,9,0.0,14.183024754819844
6,Osmangazi · Hamitler – Yunuseli,BN0001202263,16164749055,O52745451,ATİK NO12,,,12,Demirtaş Barbaros,472. Sk.,472. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27691277622832,29.106022139357076,10,10,10,0,10,0.0,14.38779629277876
6,Osmangazi · Hamitler – Yunuseli,BN0001202235,16164737886,O52745423,ATİYE DUMAN,,,29,Demirtaş Barbaros,472. Sk.,472. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.2784573524479,29.106432867803026,5,10,9,0,9,0.0,14.49403901423242
6,Osmangazi · Hamitler – Yunuseli,BN0001197541,16164731330,O52505853,AYDEMİR ,,,73-75A,Demirtaş Barbaros,Demirtaş Barbaros Cd.,Demirtaş Barbaros Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.2804534270298,29.104811027808427,5,12,11,0,11,0.0,14.470432271831625
6,Osmangazi · Hamitler – Yunuseli,BN0001197561,16164731334,O52505874,AYKIR,,,16,Demirtaş Barbaros,469. Sk.,469. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27852975413741,29.104348060070457,7,8,8,1,7,0.125,14.3389336387175
6,Osmangazi · Hamitler – Yunuseli,BN0001202250,16164737920,O52745438,AYYILDIZ,,,34,Demirtaş Barbaros,472. Sk.,472. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27813360035161,29.10664035951732,6,8,8,0,8,0.0,14.49406369936122
6,Osmangazi · Hamitler – Yunuseli,BN0001197496,16003721796,O52505805,BAHAR,,,74,Demirtaş Barbaros,Demirtaş Barbaros Cd.,Demirtaş Barbaros Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.275423622228736,29.10037980512469,4,12,12,1,11,0.0833333333333333,13.88438635059894
6,Osmangazi · Hamitler – Yunuseli,BN0001197578,16164731343,O52505893,BEYAZ GRİ,,,30/1,Demirtaş Barbaros,467. Sk.,467. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.28036744151681,29.104079406032263,7,10,10,0,10,0.0,14.410823096272956
6,Osmangazi · Hamitler – Yunuseli,BN0001202259,16164749730,O52745447,BEŞTAŞ,,,35,Demirtaş Barbaros,Timurtaş Sk.,Timurtaş Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27661881416756,29.10530837678041,8,8,8,0,8,0.0,14.319031234619835
6,Osmangazi · Hamitler – Yunuseli,BN0001197518,16164730505,O52505829,BOVLİNG İNŞ.,,,415,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27971490449067,29.107462892443525,12,23,21,2,19,0.0952380952380952,14.634348110852024
6,Osmangazi · Hamitler – Yunuseli,BN0001197545,16164730607,O52505858,BULUT,,,20,Demirtaş Barbaros,474. Sk.,474. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27977741313458,29.105869729130934,6,14,12,1,11,0.0833333333333333,14.516520448942073
6,Osmangazi · Hamitler – Yunuseli,BN0001202271,16164749738,O52745459,BİLİN,,,19,Demirtaş Barbaros,472. Sk.,472. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27764334527357,29.10602054593612,7,8,8,2,6,0.25,14.422919356670182
6,Osmangazi · Hamitler – Yunuseli,BN0001197528,16164730599,O52505840,BİRLİK,,,88,Demirtaş Barbaros,Demirtaş Barbaros Cd.,Demirtaş Barbaros Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27637249593278,29.101314708613256,15,20,20,0,20,0.0,14.001900298820992
6,Osmangazi · Hamitler – Yunuseli,BN0001202244,16164737953,O52745432,BİZİM NO15,,,15,Demirtaş Barbaros,473. Sk.,473. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27866394623305,29.105587494461723,8,8,8,1,7,0.125,14.439810413623926
6,Osmangazi · Hamitler – Yunuseli,BN0001203891,16164737879,O52821443,CEMİL DUMAN APT,,,401,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27812184955725,29.10698640111597,6,11,11,0,11,0.0,14.519909767451948
6,Osmangazi · Hamitler – Yunuseli,BN0001202237,16164737951,O52745425,DEMİR NO25,,,25,Demirtaş Barbaros,471. Sk.,471. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27840563120758,29.10554163650472,7,8,8,1,7,0.125,14.423605748287931
6,Osmangazi · Hamitler – Yunuseli,BN0001203911,16164754674,O52821465,DETAY YAPI APT NO 371,,,371,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27644926435218,29.10620722276518,8,8,7,0,7,0.0,14.379822391294926
6,Osmangazi · Hamitler – Yunuseli,BN0001202236,16164737998,O52745424,DİNLER NO20,,,6,Demirtaş Barbaros,472. Sk.,472. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27791975296505,29.105701139546152,6,7,7,0,7,0.0,14.41197796850726
6,Osmangazi · Hamitler – Yunuseli,BN0001203907,16164754672,O52821461,EKREM APT,,,393A,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.277788798058886,29.106850434859908,10,10,9,0,9,0.0,14.493377139650088
6,Osmangazi · Hamitler – Yunuseli,BN0001197551,16164731348,O52505864,EKRU,,,144/1,Demirtaş Barbaros,Demirtaş Barbaros Cd.,Demirtaş Barbaros Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.28076478233816,29.105617679000343,6,9,9,0,9,0.0,14.54715109240113
6,Osmangazi · Hamitler – Yunuseli,BN0001197536,16164730602,O52505848,ELİT YAŞAM EVLERİ BARBAROS,,,7,Demirtaş Barbaros,Timurtaş Sk.,Timurtaş Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27790954452183,29.10205023385736,8,8,8,1,7,0.125,14.133614962454528
6,Osmangazi · Hamitler – Yunuseli,BN0001197577,16164731044,O52505892,EMSAL,,,132/1,Demirtaş Barbaros,Demirtaş Barbaros Cd.,Demirtaş Barbaros Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.28017688719592,29.10510516531167,7,9,8,0,8,0.0,14.478678342064663
6,Osmangazi · Hamitler – Yunuseli,BN0001202233,16164737909,O52745421,ER NO19,,,3,Demirtaş Barbaros,468. Sk.,468. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27725385,29.106249,5,8,8,0,8,0.0,14.4215599633502
6,Osmangazi · Hamitler – Yunuseli,BN0001203916,16164754677,O52821472,ERDEM APT NO 397,,,397,Demirtaş Barbaros,Demirtaş Yolu Cd.,Demirtaş Yolu Cd.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27787839913871,29.10692571766668,9,9,8,0,8,0.0,14.50346742134242
6,Osmangazi · Hamitler – Yunuseli,BN0001199518,16164739986,O52650474,ERDEMLER,,,14A,Demirtaş Barbaros,Şehit Uzman Çavuş Turgut Kurtçu Sk.,Şehit Uzman Çavuş Turgut Kurtçu Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27758270833847,29.104735855104327,6,10,8,0,8,0.0,14.321903099882189
6,Osmangazi · Hamitler – Yunuseli,BN0001199477,16164737944,O52650423,ERKAN,ERKAN,,22,Demirtaş Barbaros,Şehit Uzman Çavuş Turgut Kurtçu Sk.,Şehit Uzman Çavuş Turgut Kurtçu Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.278189692767135,29.105096387475506,9,13,12,2,10,0.1666666666666666,14.379091782618277
6,Osmangazi · Hamitler – Yunuseli,BN0001199505,16164739355,O52650456,ESENLER,,,15,Demirtaş Barbaros,471. Sk.,471. Sk.,Osmangazi,Bursa,BRS_DEMIRTAS_2026,40.27763837080509,29.105187135673173,7,7,6,0,6,0.0,14.359046863604348
