bolge,bolge_adi,bina_serial,tellcordia_id,location_id,ad,site_adi,blok_adi,kapi_no,mahalle,cadde,sokak,ilce,il,obek,lat,lon,kat,toplam_hp,res_hp,aktif_res,firsat,penetrasyon,ofis_km
1,Nilüfer · Dumlupınar – Balkan,BN-0000354568,16014744917,O24582005,A. PRIME KAYAPA SİT. A BLK.,A. PRIME KAYAPA,A,1A,30 Ağustos Zafer,75. Sk.,75. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20060193262354,28.84817284506017,4,15,12,6,6,0.5,9.219924813393082
1,Nilüfer · Dumlupınar – Balkan,BN-0000354569,16014744918,O24582006,A. PRIME KAYAPA SİT. B BLK.,A. PRIME KAYAPA,B,1BA,30 Ağustos Zafer,75. Sk.,75. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.200779757540914,28.848210277525972,4,13,12,2,10,0.1666666666666666,9.212174978335632
1,Nilüfer · Dumlupınar – Balkan,BN-0000363554,16014729843,O25311662,ADELYA SİT. A BLK.,ADELYA,A,8B,30 Ağustos Zafer,62. Sk.,62. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19548888223739,28.843132253722693,8,32,32,12,20,0.375,9.780803313097982
1,Nilüfer · Dumlupınar – Balkan,BN-0000363555,16014729844,O25311663,ADELYA SİT. B BLK.,ADELYA,B,8A,30 Ağustos Zafer,62. Sk.,62. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19581261973269,28.842862332512837,9,32,32,4,28,0.125,9.792803393918804
1,Nilüfer · Dumlupınar – Balkan,BN0001002755,16014745890,O27326179,ADULIS GARDEN  A,ADULIS GARDEN ,A,10A,30 Ağustos Zafer,,70. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19837645,28.8462592,14,24,24,8,16,0.3333333333333333,9.438582278948257
1,Nilüfer · Dumlupınar – Balkan,BN0001002754,16014745891,O27326178,ADULIS GARDEN B,ADULIS GARDEN,B,13,30 Ağustos Zafer,,67. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19856505,28.84633145,17,24,24,7,17,0.2916666666666667,9.427278057139366
1,Nilüfer · Dumlupınar – Balkan,BN-0000346102,16014744583,O24017268,AFM APT.,,,5,30 Ağustos Zafer,45. Sk.,45. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18443438754552,28.839073364996587,7,12,8,1,7,0.125,10.51172417830651
1,Nilüfer · Dumlupınar – Balkan,BN-0000353521,16014744879,O24518069,AK YAPI NERGİS EVLERİ SİT. A BLK.,AK YAPI NERGİS EVLERİ,A,2A,30 Ağustos Zafer,Bozyaka Cd.,Bozyaka Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20081790817958,28.850506908908724,8,22,12,8,4,0.6666666666666666,9.021575509685588
1,Nilüfer · Dumlupınar – Balkan,BN-0000353522,16014744880,O24518070,AK YAPI NERGİS EVLERİ SİT. B BLK.,AK YAPI NERGİS EVLERİ,B,2B,30 Ağustos Zafer,Bozyaka Cd.,Bozyaka Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20085266133593,28.85083232241735,7,18,12,8,4,0.6666666666666666,8.993803382237141
1,Nilüfer · Dumlupınar – Balkan,BN-0000346101,16014744582,O24017267,AKBEY APT.,,,6,30 Ağustos Zafer,45. Sk.,45. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18418047860956,28.83899643841657,4,10,10,0,10,0.0,10.528435158334942
1,Nilüfer · Dumlupınar – Balkan,BN-0000346103,16014744584,O24017269,AKSEL EVLERİ SİT. A BLK.,AKSEL EVLERİ,A,16A,30 Ağustos Zafer,Karşıbağlar Cd.,Karşıbağlar Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18293600108946,28.83209405823476,9,16,12,8,4,0.6666666666666666,11.123751856089354
1,Nilüfer · Dumlupınar – Balkan,BN-0000346104,16014744585,O24017270,AKSEL EVLERİ SİT. B BLK.,AKSEL EVLERİ,B,16B,30 Ağustos Zafer,Karşıbağlar Cd.,Karşıbağlar Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18281567593176,28.83188588401214,8,15,10,7,3,0.7,11.145132532121002
1,Nilüfer · Dumlupınar – Balkan,BN-0000346105,16014744586,O24017271,AKSEL EVLERİ SİT. C BLK.,AKSEL EVLERİ,C,16C,30 Ağustos Zafer,Karşıbağlar Cd.,Karşıbağlar Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18288647733024,28.831652835433587,16,17,12,8,4,0.6666666666666666,11.160597421337942
1,Nilüfer · Dumlupınar – Balkan,BN-0000346106,16014744587,O24017272,AKSEL EVLERİ SİT. D BLK.,AKSEL EVLERİ,D,16 D,30 Ağustos Zafer,Karşıbağlar Cd.,Karşıbağlar Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18300994981548,28.83153740645946,14,14,10,7,3,0.7,11.164637049542268
1,Nilüfer · Dumlupınar – Balkan,BN-0000348097,16014744756,O24117686,AKTAŞ CONCEPT 1 SİT. A BLK.,AKTAŞ CONCEPT 1,A,14A,30 Ağustos Zafer,İpek Cd.,İpek Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19240898270164,28.84458843362829,5,15,12,7,5,0.5833333333333334,9.764808671610774
1,Nilüfer · Dumlupınar – Balkan,BN-0000348098,16014744757,O24117687,AKTAŞ CONCEPT 1 SİT. B BLK.,AKTAŞ CONCEPT 1,B,14B,30 Ağustos Zafer,İpek Cd.,İpek Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.192622679979976,28.844721001857256,5,15,12,5,7,0.4166666666666667,9.74664136005592
1,Nilüfer · Dumlupınar – Balkan,BN-0000348099,16014744758,O24117688,AKTAŞ CONCEPT 1 SİT. C BLK.,AKTAŞ CONCEPT 1,C,14C,30 Ağustos Zafer,İpek Cd.,İpek Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19256736109955,28.84425245577892,2,6,6,4,2,0.6666666666666666,9.786365483772366
1,Nilüfer · Dumlupınar – Balkan,BN-0000346409,16014744599,O24035311,AKTAŞ CONCEPT 2 SİT. A BLK.,AKTAŞ CONCEPT 2,A,15A,30 Ağustos Zafer,İpek Cd.,İpek Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19307101458365,28.844906776596652,4,13,13,7,6,0.5384615384615384,9.716104640106488
1,Nilüfer · Dumlupınar – Balkan,BN-0000346410,16014744600,O24035312,AKTAŞ CONCEPT 2 SİT. B BLK.,AKTAŞ CONCEPT 2,B,15B,30 Ağustos Zafer,İpek Cd.,İpek Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19293151183666,28.845220097407275,6,15,12,6,6,0.5,9.695628383745422
1,Nilüfer · Dumlupınar – Balkan,BN-0000346411,16014744601,O24035313,AKTAŞ CONCEPT 2 SİT. C BLK.,AKTAŞ CONCEPT 2,C,15C,30 Ağustos Zafer,İpek Cd.,İpek Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19306240788011,28.84548738598041,6,15,12,6,6,0.5,9.669517517255134
1,Nilüfer · Dumlupınar – Balkan,BN-0000346412,16014744602,O24035314,AKTAŞ CONCEPT 2 SİT. D BLK.,AKTAŞ CONCEPT 2,D,15D,30 Ağustos Zafer,İpek Cd.,İpek Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19322175354879,28.845719973524165,7,15,12,7,5,0.5833333333333334,9.645231230235396
1,Nilüfer · Dumlupınar – Balkan,BN-0000347994,16014744754,O24105235,AKTEM ULUKENT EVLERİ APT.,,,43,30 Ağustos Zafer,Atlıçayır Blv.,Atlıçayır Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19474955352568,28.84728078987221,3,24,22,4,18,0.1818181818181818,9.467224310461589
1,Nilüfer · Dumlupınar – Balkan,BN-0000347713,16014744654,O24087372,ALMİNA MODERN EVLERİ SİT. A BLK.,ALMİNA MODERN EVLERİ,A,7A,30 Ağustos Zafer,83. Sk.,83. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.2013802446721,28.840967578078875,6,13,13,8,5,0.6153846153846154,9.79700075622761
1,Nilüfer · Dumlupınar – Balkan,BN-0000347714,16014744655,O24087373,ALMİNA MODERN EVLERİ SİT. B BLK.,ALMİNA MODERN EVLERİ,B,7B,30 Ağustos Zafer,83. Sk.,83. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20146506673728,28.84059037551212,9,22,22,7,15,0.3181818181818182,9.82630822874058
1,Nilüfer · Dumlupınar – Balkan,BN-0000347715,16014744656,O24087374,ALMİNA MODERN EVLERİ SİT. C BLK.,ALMİNA MODERN EVLERİ,C,7C,30 Ağustos Zafer,83. Sk.,83. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.201203293807424,28.840628520822804,9,21,21,5,16,0.238095238095238,9.829363176817662
1,Nilüfer · Dumlupınar – Balkan,BN-0000348928,16014744748,O24163790,ALTIN BAHÇE EVLERİ SİT. A BLK.,ALTIN BAHÇE EVLERİ,A,11A,30 Ağustos Zafer,66. Sk.,66. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.199235460111545,28.84772953412296,6,13,13,9,4,0.6923076923076923,9.293491080452334
1,Nilüfer · Dumlupınar – Balkan,BN-0000348929,16014744749,O24163791,ALTIN BAHÇE EVLERİ SİT. B BLK.,ALTIN BAHÇE EVLERİ,B,11B,30 Ağustos Zafer,66. Sk.,66. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.199469680036,28.847475983111543,6,13,13,7,6,0.5384615384615384,9.307862424638312
1,Nilüfer · Dumlupınar – Balkan,BN-0000393000,16014745661,O26520101,ASKIN APT.,,,10,30 Ağustos Zafer,52. Sk.,52. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18440943285205,28.83291942882638,3,17,17,7,10,0.4117647058823529,10.998627655433726
1,Nilüfer · Dumlupınar – Balkan,BN0001156048,16164601506,O49797403,ATALEY TREND 2 ,,,6B,30 Ağustos Zafer,90. Sk.,90. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.199570900000005,28.82573225000001,4,31,26,8,18,0.3076923076923077,11.105038275478972
1,Nilüfer · Dumlupınar – Balkan,BN-0000355111,16014744926,O24588455,AYKANLAR TRENDY SİT. A BLK.,AYKANLAR TRENDY,A,1/1,30 Ağustos Zafer,69. Sk.,69. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.1978896827449,28.848513375399445,4,14,10,4,6,0.4,9.26795420912336
1,Nilüfer · Dumlupınar – Balkan,BN-0000355112,16014744927,O24588456,AYKANLAR TRENDY SİT. B BLK.,AYKANLAR TRENDY,B,1/2,30 Ağustos Zafer,69. Sk.,69. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19810606341611,28.848622954269043,4,13,10,0,10,0.0,9.252569545042492
1,Nilüfer · Dumlupınar – Balkan,BN-0000348471,16014744781,O24138389,BARUTCU KONUT KAYAPA SİT. A BLK.,BARUTCU KONUT KAYAPA,A,7A,30 Ağustos Zafer,67. Sk.,67. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.197645464285706,28.845338997492014,4,10,10,6,4,0.6,9.535208048589867
1,Nilüfer · Dumlupınar – Balkan,BN-0000348472,16014744782,O24138390,BARUTCU KONUT KAYAPA SİT. B BLK.,BARUTCU KONUT KAYAPA,B,7B,30 Ağustos Zafer,67. Sk.,67. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19766592787129,28.84488012469942,4,11,11,5,6,0.4545454545454545,9.57223527056895
1,Nilüfer · Dumlupınar – Balkan,BN-0000347734,16014744614,O24087393,BATIKENT REZİDANS SİT. A BLK.,BATIKENT REZİDANS,A,39A,30 Ağustos Zafer,Atlıçayır Blv.,Atlıçayır Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19352572686867,28.84592544201081,6,26,24,7,17,0.2916666666666667,9.618187523805936
1,Nilüfer · Dumlupınar – Balkan,BN-0000347735,16014744613,O24087394,BATIKENT REZİDANS SİT. B BLK.,BATIKENT REZİDANS,B,39B,30 Ağustos Zafer,Atlıçayır Blv.,Atlıçayır Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19386265128984,28.8456319306732,4,19,19,9,10,0.4736842105263157,9.63048203658484
1,Nilüfer · Dumlupınar – Balkan,BN-0000347736,16014744612,O24087395,BATIKENT REZİDANS SİT. C BLK.,BATIKENT REZİDANS,C,39C,30 Ağustos Zafer,Atlıçayır Blv.,Atlıçayır Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19403452939414,28.84516321046088,5,24,24,15,9,0.625,9.662671582028494
1,Nilüfer · Dumlupınar – Balkan,BN-0000347737,16014744611,O24087396,BATIKENT REZİDANS SİT. D BLK.,BATIKENT REZİDANS,D,39D,30 Ağustos Zafer,Atlıçayır Blv.,Atlıçayır Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.1941791304232,28.844784536807246,5,12,12,7,5,0.5833333333333334,9.688555593822835
1,Nilüfer · Dumlupınar – Balkan,BN-0000347738,16014744610,O24087397,BATIKENT REZİDANS SİT. E BLK.,BATIKENT REZİDANS,E,39,30 Ağustos Zafer,Atlıçayır Blv.,Atlıçayır Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.194194605896406,28.844469314943435,7,12,12,4,8,0.3333333333333333,9.71360993766046
1,Nilüfer · Dumlupınar – Balkan,BN-0000347743,16014744624,O24087402,BOZYAKA EVLERİ SİT. A BLK.,BOZYAKA EVLERİ,A,12A,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20241344733879,28.847632551104056,4,11,11,4,7,0.3636363636363636,9.21916983408673
1,Nilüfer · Dumlupınar – Balkan,BN-0000347744,16014744625,O24087403,BOZYAKA EVLERİ SİT. B BLK.,BOZYAKA EVLERİ,B,12B,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20202665362961,28.84765217638032,4,11,11,6,5,0.5454545454545454,9.226883426030597
1,Nilüfer · Dumlupınar – Balkan,BN-0000347745,16014744626,O24087404,BOZYAKA EVLERİ SİT. C BLK.,BOZYAKA EVLERİ,C,12C,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20214706926943,28.847300508311484,4,11,11,6,5,0.5454545454545454,9.25312149272929
1,Nilüfer · Dumlupınar – Balkan,BN0001174653,16164671670,O50972901,DOKTORLAR 2,,,4,30 Ağustos Zafer,106. Sk.,106. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.197355266422,28.83570597198389,4,15,15,5,10,0.3333333333333333,10.335043032114124
1,Nilüfer · Dumlupınar – Balkan,BN-0000348987,16014744786,O24168651,DOĞA PARK EVLERİ SİT. A BLK.,DOĞA PARK EVLERİ,A,13A,30 Ağustos Zafer,Örencik Cd.,Örencik Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.198994831299416,28.836034032363617,7,13,10,4,6,0.4,10.2646368876739
1,Nilüfer · Dumlupınar – Balkan,BN-0000348988,16014744787,O24168652,DOĞA PARK EVLERİ SİT. B BLK.,DOĞA PARK EVLERİ,B,13B,30 Ağustos Zafer,Örencik Cd.,Örencik Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19902856769287,28.836399946673858,8,15,12,1,11,0.0833333333333333,10.233514215805377
1,Nilüfer · Dumlupınar – Balkan,BN-0000348989,16014744788,O24168653,DOĞA PARK EVLERİ SİT. C BLK.,DOĞA PARK EVLERİ,C,13C,30 Ağustos Zafer,Örencik Cd.,Örencik Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19873254861558,28.83644866795291,4,12,12,9,3,0.75,10.23710975960161
1,Nilüfer · Dumlupınar – Balkan,BN-0000348990,16014744789,O24168654,DOĞA PARK EVLERİ SİT. D BLK.,DOĞA PARK EVLERİ,D,13D,30 Ağustos Zafer,Örencik Cd.,Örencik Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19849964294574,28.83647763361496,4,12,12,7,5,0.5833333333333334,10.240786149433427
1,Nilüfer · Dumlupınar – Balkan,BN0001156062,16164601109,O49797417,EKOMAK ZERA PLUS,,,42BC,30 Ağustos Zafer,Örencik Cd.,Örencik Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.1987482775282,28.82673125411517,7,71,60,1,59,0.0166666666666666,11.041390312074912
1,Nilüfer · Dumlupınar – Balkan,BN0001089415,16014746637,O31742415,ELİSE BUTİK,,,6,30 Ağustos Zafer,,84. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.2008872443127,28.83998517760933,5,20,20,10,10,0.5,9.89033882847949
1,Nilüfer · Dumlupınar – Balkan,BN-0000347969,16014744731,O24105209,ERGENE SİT. A BLK.,ERGENE,A,25A,30 Ağustos Zafer,İbrahim Ünal Cd.,İbrahim Ünal Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18594431364759,28.83362083231465,6,16,12,2,10,0.1666666666666666,10.882440098936728
1,Nilüfer · Dumlupınar – Balkan,BN-0000347970,16014744732,O24105210,ERGENE SİT. B BLK.,ERGENE,B,25B,30 Ağustos Zafer,İbrahim Ünal Cd.,İbrahim Ünal Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18567172028112,28.8333494973654,5,12,12,2,10,0.1666666666666666,10.91462344888254
1,Nilüfer · Dumlupınar – Balkan,BN-0000349899,16014744705,O24239917,ERKA PREMIUM SİT. A BLK.,ERKA PREMIUM,A,11A,30 Ağustos Zafer,68. Sk.,68. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19919243038661,28.844383988580518,5,14,12,6,6,0.5,9.570101237402412
1,Nilüfer · Dumlupınar – Balkan,BN-0000349900,16014744706,O24239919,ERKA PREMIUM SİT. B BLK.,ERKA PREMIUM,B,11B,30 Ağustos Zafer,68. Sk.,68. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19934817075223,28.843898991761645,4,12,12,6,6,0.5,9.605874806246728
1,Nilüfer · Dumlupınar – Balkan,BN0001174387,16164671040,O50917610,EVİM KAYAPA,,,4,30 Ağustos Zafer,73. Sk.,73. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20232782947365,28.851426104380007,6,36,36,3,33,0.0833333333333333,8.906739242091366
1,Nilüfer · Dumlupınar – Balkan,BN-0000351704,16014744838,O24318391,FAHRETTİN UZUNEL APT.,,,3,30 Ağustos Zafer,45. Sk.,45. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.1839420170892,28.83834350417404,6,14,12,5,7,0.4166666666666667,10.589794456244595
1,Nilüfer · Dumlupınar – Balkan,BN-0000347716,16014744652,O24087375,FERA YAŞAM SİT. A BLK.,FERA YAŞAM,A,11A,30 Ağustos Zafer,Nasrettin Hoca Blv.,Nasrettin Hoca Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18645937675626,28.83235559603396,6,15,15,6,9,0.4,10.963580595723013
1,Nilüfer · Dumlupınar – Balkan,BN-0000347717,16014744653,O24087376,FERA YAŞAM SİT. B BLK.,FERA YAŞAM,B,11B,30 Ağustos Zafer,Nasrettin Hoca Blv.,Nasrettin Hoca Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18620034009447,28.83265295324072,5,15,15,7,8,0.4666666666666667,10.949709205763176
1,Nilüfer · Dumlupınar – Balkan,BN-0000347960,16014744713,O24105199,FEYİZOĞLU 1 SİT. A BLK.,FEYİZOĞLU 1,A,31A,30 Ağustos Zafer,İbrahim Ünal Cd.,İbrahim Ünal Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18702378851872,28.83271808357734,6,16,13,1,12,0.0769230769230769,10.913353352654624
1,Nilüfer · Dumlupınar – Balkan,BN-0000347961,16014744714,O24105200,FEYİZOĞLU 1 SİT. B BLK.,FEYİZOĞLU 1,B,31B,30 Ağustos Zafer,İbrahim Ünal Cd.,İbrahim Ünal Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18685692947772,28.832491950990384,6,16,13,3,10,0.2307692307692307,10.937691374936776
1,Nilüfer · Dumlupınar – Balkan,BN-0000347955,16014744708,O24105194,FEYİZOĞLU 2 SİT. B BLK.,FEYİZOĞLU 2,B,19DB,30 Ağustos Zafer,Bozyaka Cd.,Bozyaka Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.200697991543,28.849039462053756,7,16,14,4,10,0.2857142857142857,9.145853042857896
1,Nilüfer · Dumlupınar – Balkan,BN-0000347956,16014744709,O24105195,FEYİZOĞLU 2 SİT. C BLK.,FEYİZOĞLU 2,C,19EC,30 Ağustos Zafer,Bozyaka Cd.,Bozyaka Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20070835457826,28.848769278092043,7,16,14,3,11,0.2142857142857142,9.167883978346806
1,Nilüfer · Dumlupınar – Balkan,BN-0000347957,16014744710,O24105196,FEYİZOĞLU 2 SİT. D BLK.,FEYİZOĞLU 2,D,19ED,30 Ağustos Zafer,Bozyaka Cd.,Bozyaka Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20096780891173,28.84875626606522,5,12,12,3,9,0.25,9.162174559284622
1,Nilüfer · Dumlupınar – Balkan,BN-0000347958,16014744711,O24105197,FEYİZOĞLU 2 SİT. E BLK.,FEYİZOĞLU 2,E,19EE,30 Ağustos Zafer,Bozyaka Cd.,Bozyaka Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.2011823650734,28.84894494282453,6,14,14,5,9,0.3571428571428571,9.14103170252918
1,Nilüfer · Dumlupınar – Balkan,BN-0000347959,16014744712,O24105198,FEYİZOĞLU 2 SİT. F BLK.,FEYİZOĞLU 2,F,19EF,30 Ağustos Zafer,Bozyaka Cd.,Bozyaka Cd.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20115977204124,28.84928338419861,6,14,14,3,11,0.2142857142857142,9.113641880569777
1,Nilüfer · Dumlupınar – Balkan,BN-0000348994,16014744793,O24168658,FLORYA-1 SİT. A BLK.,FLORYA-1,A,6A,30 Ağustos Zafer,54. Sk.,54. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18643744402552,28.83554660586055,4,19,19,6,13,0.3157894736842105,10.710023086339971
1,Nilüfer · Dumlupınar – Balkan,BN-0000348995,16014744794,O24168659,FLORYA-1 SİT. B BLK.,FLORYA-1,B,6B,30 Ağustos Zafer,54. Sk.,54. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18620724343455,28.83594727867031,4,18,18,5,13,0.2777777777777778,10.68712840939733
1,Nilüfer · Dumlupınar – Balkan,BN-0000355113,16014744627,O24588457,GOLDEN 64 SİT. A BLK.,GOLDEN 64,A,9A,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20236309191244,28.846789400971705,7,14,14,7,7,0.5,9.290352083262096
1,Nilüfer · Dumlupınar – Balkan,BN-0000355114,16014744628,O24588458,GOLDEN 64 SİT. B BLK.,GOLDEN 64,B,9B,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20249551699305,28.84639278737692,7,14,14,8,6,0.5714285714285714,9.320149762938488
1,Nilüfer · Dumlupınar – Balkan,BN-0000355115,16014744629,O24588459,GOLDEN 64 SİT. C BLK.,GOLDEN 64,C,9C,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20272118869249,28.84641283320004,6,14,14,7,7,0.5,9.313204034687809
1,Nilüfer · Dumlupınar – Balkan,BN-0000355116,16014744630,O24588460,GOLDEN 64 SİT. D BLK.,GOLDEN 64,D,9D,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.2029426725651,28.846564735020216,8,12,12,3,9,0.25,9.295453927081256
1,Nilüfer · Dumlupınar – Balkan,BN-0000355117,16014744631,O24588461,GOLDEN 64 SİT. E BLK.,GOLDEN 64,E,9E,30 Ağustos Zafer,76. Sk.,76. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.20292843927982,28.846867947848175,7,12,12,3,9,0.25,9.270575237892308
1,Nilüfer · Dumlupınar – Balkan,BN0001019013,16014745983,O27729138,GUVENAL SITESI A BLOK,GUVENAL SITESI,GUVENAL SITESI A BLOK,5,30 Ağustos Zafer,,51. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18377432929578,28.83278716075548,7,14,10,4,6,0.4,11.034714466574876
1,Nilüfer · Dumlupınar – Balkan,BN0001019014,16014745984,O27729139,GUVENAL SITESI B BLOK,GUVENAL SITESI,GUVENAL SITESI B BLOK,Diğer,30 Ağustos Zafer,,50. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.184198273805805,28.833099284156813,8,14,10,8,2,0.8,10.992869119125444
1,Nilüfer · Dumlupınar – Balkan,BN0001174652,16164672016,O50972900,GÜMÜŞ,,,5,30 Ağustos Zafer,100. Sk.,100. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19283048836343,28.827554777698527,4,20,20,6,14,0.3,11.134415923322187
1,Nilüfer · Dumlupınar – Balkan,BN-0000354295,16014744904,O24573512,GÜMÜŞ SİT. A BLK.,GÜMÜŞ,A,3A,30 Ağustos Zafer,40. Sk.,40. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.18711278869844,28.840627928670752,5,14,14,3,11,0.2142857142857142,10.279706771325625
1,Nilüfer · Dumlupınar – Balkan,BN-0000354296,16014744905,O24573513,GÜMÜŞ SİT. B BLK.,GÜMÜŞ,B,3B,30 Ağustos Zafer,40. Sk.,40. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.1870039892801,28.8411070620407,6,15,15,5,10,0.3333333333333333,10.246031954549284
1,Nilüfer · Dumlupınar – Balkan,BN-0000323365,16014743814,O20500972,KALE TREN SİT. A BLK.,KALE TREN,A,1,30 Ağustos Zafer,109. Sk.,109. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.198962237406754,28.84292135617392,9,28,28,13,15,0.4642857142857143,9.69687116607058
1,Nilüfer · Dumlupınar – Balkan,BN-0000323366,16014743813,O20500973,KALE TREN SİT. B BLK.,KALE TREN,B,3,30 Ağustos Zafer,109. Sk.,109. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19924491678781,28.84305995821525,9,28,28,13,15,0.4642857142857143,9.67783299171412
1,Nilüfer · Dumlupınar – Balkan,BN-0000323367,16014743815,O20500974,KALE TREN SİT. C BLK.,KALE TREN,C,4 /1,30 Ağustos Zafer,70. Sk.,70. Sk.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19883311881713,28.84348913940668,3,14,14,4,10,0.2857142857142857,9.653609505758975
1,Nilüfer · Dumlupınar – Balkan,BN-0000323368,16014743816,O20500975,KALE TREN SİT. D BLK.,KALE TREN,D,15/1,30 Ağustos Zafer,Çamlık Blv.,Çamlık Blv.,Nilüfer,Bursa,BRS-KAYAPA_TOKI2,40.19909934741504,28.84361067658275,3,14,14,7,7,0.5,9.636350199002056
