bina_serial,tellcordia_id,location_id,onemap_objectid,eslesme,ad,site_adi,blok_adi,kapi_no,bina_turu,mahalle,cadde,sokak,ilce,il,obek,site_grup,lat,lon,konum_kaynagi,taban_alani_m2,kat,kat_kaynagi,konut_sayisi,isyeri_sayisi,toplam_hp,soho_hp,res_hp,aktif_toplam,aktif_res,aktif_soho,aktif_toptan,aktif_esnaf,aktif_diger,firsat,bina,penetrasyon,kurulum_son_ay,churn_son_ay,tv,tv_yan_oda,protokol_segment,toplu_satis,altyapi,teknoloji,evrak_tipi,sales_ready,satisa_hazir_yil,uavt_bina_kodu,ofis_km
BN-00000853-1,16014701530,O433437,126149.0,Tellcordia ID,METALKENT SİT. A BLOK,METALKENT,A,19,SİTE,Erikli,2. Adalet Cd.,2. Adalet Cd.,Yıldırım,Bursa,BRS-SITELER,S:Yıldırım|Erikli|METALKENT#1,40.18851601761003,29.136894451748297,OneMap bina poligonu merkezi,370.5825736266346,11,Tahmin,29.0,,29,0,29,14,14,1,0,0,0,15,1,0.4827586206896552,0,0,13,1,BİREYSEL,,FTTb,,BF,2011-05-05,2011.0,19981529.0,15.980836715039864
BN-00000853-2,16014701527,O433438,126147.0,Tellcordia ID,METALKENT SİT. B BLOK,METALKENT,B,11,SİTE,Erikli,Eylül Cd.,Eylül Cd.,Yıldırım,Bursa,BRS-SITELER,S:Yıldırım|Erikli|METALKENT#1,40.1881493430355,29.136092077113894,OneMap bina poligonu merkezi,499.4137337003756,8,Tahmin,28.0,,28,0,28,10,10,0,0,0,0,18,1,0.35714285714285715,0,0,5,0,BİREYSEL,,FTTb,,BF,2011-05-05,2011.0,17224136.0,15.923368108294824
BN-00000853-3,16014701528,O433439,126148.0,Tellcordia ID,METALKENT SİT. C BLOK,METALKENT,C,8,SİTE,Erikli,Çoruh Sk.,Çoruh Sk.,Yıldırım,Bursa,BRS-SITELER,S:Yıldırım|Erikli|METALKENT#1,40.18816634208878,29.136948734251142,OneMap bina poligonu merkezi,398.880015186766,10,Tahmin,29.0,,29,0,29,7,7,0,0,0,0,22,1,0.2413793103448276,0,0,5,0,BİREYSEL,,FTTb,,BF,2011-05-05,2011.0,17224121.0,15.993918976943588
BN-00000853-4,16014701529,O433440,126146.0,Tellcordia ID,METALKENT SİT. D BLOK,METALKENT,D,23,SİTE,Erikli,2.adalet Cd.,2.adalet Cd.,Yıldırım,Bursa,BRS-SITELER,S:Yıldırım|Erikli|METALKENT#1,40.18852437786404,29.136321023256155,OneMap bina poligonu merkezi,554.818085506231,7,Tahmin,29.0,,29,0,29,22,22,0,0,0,0,7,1,0.7586206896551724,0,0,17,0,BİREYSEL,,FTTb,,BF,2011-05-05,2011.0,19981528.0,15.933097889914373
BN-00000864-1,16014701509,O433973,67036.0,Tellcordia ID,BUTTİM SİT. E3 BLOK,BUTTİM,BUTTİM,43,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23640919665602,29.067764113337283,OneMap bina poligonu merkezi,1463.7098908914322,9,Tahmin,100.0,,100,100,0,7,5,17,2,0,1,0,1,,0,0,2,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966799.0,9.86934261117152
BN-00000864-10,16014701500,O433982,4827600.0,Tellcordia ID,BUTTİM SİT. B2 BLOK,BUTTİM,B2,55,SİTE,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23771806886606,29.065204683137832,OneMap bina poligonu merkezi,1853.4785343605665,1,Tahmin,,,100,100,0,20,8,30,1,11,1,0,1,,0,0,3,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966814.0,9.682896602505474
BN-00000864-11,16014701499,O433983,67038.0,Tellcordia ID,BUTTİM SİT. A2 BLOK,BUTTİM,BUTTİM,424/5,Site,Altınova,İstanbul Cd.,İstanbul Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23624167655147,29.066398018453626,OneMap bina poligonu merkezi,1100.3824058779458,12,Tahmin,100.0,,100,100,0,48,30,50,5,13,2,0,1,,2,0,6,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,19947035.0,9.751784260834286
BN-00000864-12,16014701510,O433984,67027.0,Tellcordia ID,BUTTİM PLAZA,BUTTİM PLAZA,BUTTİM PLAZA,59,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM PLAZA,40.23699389856941,29.064546823782475,OneMap bina poligonu merkezi,1142.8012153264867,10,Tahmin,80.0,,80,80,0,8,7,13,0,1,1,0,1,,0,0,2,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966818.0,9.612513763508078
BN-00000864-2,16014701508,O433974,67034.0,Tellcordia ID,BUTTİM SİT. E4 BLOK,BUTTİM,BUTTİM,47,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.237261068151604,29.067644633692126,OneMap bina poligonu merkezi,1500.698935641158,8,Tahmin,90.0,,90,90,0,9,5,8,1,3,1,0,1,,0,0,3,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966804.0,9.876657625602267
BN-00000864-3,16014701507,O433975,67029.0,Tellcordia ID,BUTTİM SİT. D4 BLOK,BUTTİM,BUTTİM,53,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23792760906167,29.06573591692425,OneMap bina poligonu merkezi,1737.771700008859,8,Tahmin,100.0,100.0,100,100,0,11,6,13,0,5,1,0,1,,0,0,0,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,-67029.0,9.731745515088974
BN-00000864-4,16014701506,O433976,67037.0,Tellcordia ID,BUTTİM SİT. C4 BLOK,BUTTİM,BUTTİM,41,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23621301467905,29.067123385495215,OneMap bina poligonu merkezi,1570.270100592806,9,Tahmin,100.0,,100,100,0,12,5,24,0,7,0,0,1,,0,0,1,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966760.0,9.811884892269733
BN-00000864-5,16014701505,O433977,67031.0,Tellcordia ID,BUTTİM SİT. B4 BLOK,BUTTİM,BUTTİM,53A,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.237977396882215,29.06628959925865,OneMap bina poligonu merkezi,1586.176798755859,5,Tahmin,55.0,55.0,55,55,0,16,5,30,1,10,0,0,1,,0,0,1,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,29138158.0,9.778964784853947
BN-00000864-6,16014701504,O433978,67035.0,Tellcordia ID,BUTTİM SİT. A4 BLOK,BUTTİM,BUTTİM,45,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23682521219328,29.06778958802572,OneMap bina poligonu merkezi,1433.1974143121995,9,Tahmin,100.0,,100,100,0,24,14,34,0,10,1,0,1,,0,0,2,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,16367447.0,9.879806067562509
BN-00000864-7,16014701503,O433979,67032.0,Tellcordia ID,BUTTİM SİT. E2 BLOK,BUTTİM,BUTTİM,51,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23786424056382,29.066828013601086,OneMap bina poligonu merkezi,1579.0930345664901,9,Tahmin,100.0,,100,100,0,11,3,17,2,6,1,0,1,,0,1,0,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966808.0,9.82136278477596
BN-00000864-8,16014701502,O433980,67028.0,Tellcordia ID,BUTTİM SİT. D2 BLOK,BUTTİM,BUTTİM,57,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.23737524528144,29.06478402956087,OneMap bina poligonu merkezi,1517.594172691669,9,Tahmin,100.0,,100,100,0,14,10,20,0,4,0,0,1,,0,0,2,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966816.0,9.640410845932943
BN-00000864-9,16014701501,O433981,67033.0,Tellcordia ID,BUTTİM SİT. C2 BLOK,BUTTİM,BUTTİM,49,Site,Altınova,Fuar Cd.,Fuar Cd.,Osmangazi,Bursa,BRS-YESILSEHIR2,S:Osmangazi|Altınova|BUTTIM#1,40.237614173277656,29.067305775619403,OneMap bina poligonu merkezi,1653.551878047458,8,Tahmin,100.0,,100,100,0,21,7,26,0,14,0,0,1,,0,0,2,0,SOHO,,FTTb,,BF,2011-03-02,2011.0,26966806.0,9.855820929078316
BN-00001604-1,107237,O407214,123044.0,Tellcordia ID,GAZİ APT. B BLOK,,,1,Tekil Konut,Akpınar,1.akın Sk.,1.akın Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-1,40.24925049716624,28.963696159155827,OneMap bina poligonu merkezi,313.02077405177135,6,OneMap,12.0,2.0,12,2,10,0,0,0,0,0,0,10,1,0.0,0,0,0,0,BİREYSEL,,FTTb,,BF,2015-01-30,2015.0,7042794.0,3.3010452229304916
BN-00001604-117,108324,O825946,352449.0,Tellcordia ID,ERGOLAN 2 APT.,,,1,Tekil Konut,Akpınar,Akbulut Sk.,Akbulut Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-117,40.24525737655325,28.97046890729295,OneMap bina poligonu merkezi,505.4563185101381,5,OneMap,17.0,5.0,17,5,12,11,9,1,2,0,0,3,1,0.75,0,0,6,1,BİREYSEL,,FTTb,,BF,2012-05-22,2012.0,2908641.0,3.0991909117473333
BN-00001604-119,108082,O825948,354046.0,Tellcordia ID,GARDENYA 17 APT.,,,17,Tekil Konut,Emek Zekai Gümüşdiş,Turgut Özal Cd.,Turgut Özal Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-119,40.254135309338196,28.958195015100614,OneMap bina poligonu merkezi,436.1974344576913,8,OneMap,23.0,2.0,23,2,21,13,13,0,0,0,0,8,1,0.6190476190476191,1,0,8,0,BİREYSEL,,FTTb,,BF,2012-07-24,2012.0,2903978.0,3.7470854858508647
BN-00001604-42,16014720499,O407735,237649.0,Tellcordia ID,SALİHOĞULLARI APT. B BLOK,,,1,Tekil Konut,Akpınar,1. Hakim Sk.,1. Hakim Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-42,40.246315724584605,28.96928666460282,OneMap bina poligonu merkezi,342.41986499586034,5,OneMap,20.0,7.0,20,7,13,4,4,0,0,0,0,9,1,0.3076923076923077,0,1,3,0,BİREYSEL,,FTTb,,BF,2011-09-28,2011.0,2908936.0,3.159382225525323
BN-00001604-43,107856,O407736,123049.0,Tellcordia ID,SALİHOĞULLARI APT. A BLOK,,,3,Tekil Konut,Akpınar,1. Hakim Sk.,1. Hakim Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-43,40.246428709636874,28.96953064684448,OneMap bina poligonu merkezi,392.47572775078004,5,OneMap,10.0,7.0,10,7,3,6,4,1,1,1,0,0,1,1.3333333333333333,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-09-28,2011.0,2908938.0,3.1795180364965168
BN-00001604-44,16014720856,O407746,343191.0,Tellcordia ID,ÇAĞLAYAN APT. B BLOK,,,2B,Tekil Konut,Geçit,1. Ahu Sk.,1. Ahu Sk.,Osmangazi,Bursa,BRS-GECIT,B:BN-00001604-44,40.26939710834921,28.95179382944219,OneMap bina poligonu merkezi,737.5465773940243,3,Tahmin,17.0,,17,0,17,12,10,0,2,0,0,7,1,0.5882352941176471,0,0,7,2,BİREYSEL,,FTTb,,BF,2011-11-30,2011.0,25640985.0,5.41559580069864
BN-00001604-45,16014720855,O407747,343190.0,Tellcordia ID,ÇAĞLAYAN APT. A BLOK,,,2A,Tekil Konut,Geçit,1. Ahu Sk.,1. Ahu Sk.,Osmangazi,Bursa,BRS-GECIT,B:BN-00001604-45,40.269738978407354,28.951456745215527,OneMap bina poligonu merkezi,753.9488262227189,3,Tahmin,17.0,,17,0,17,12,10,0,2,0,0,7,1,0.5882352941176471,0,0,9,1,BİREYSEL,,FTTb,,BF,2011-11-30,2011.0,25640984.0,5.454233642177444
BN-00001604-49,16014701862,O407751,237482.0,Tellcordia ID,ORKİDE APT.,,,2,Tekil Konut,Hamitler,Bostancı Cd.,Bostancı Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR3,B:BN-00001604-49,40.24780004897118,28.99028269646238,OneMap bina poligonu merkezi,1718.2847043745564,1,Tahmin,17.0,,17,0,17,5,5,0,0,0,0,12,1,0.29411764705882354,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-12-22,2011.0,25918001.0,4.3490127778963155
BN-00001604-50,16014701863,O407752,237483.0,Tellcordia ID,ZANBAK APT.,,,9,Tekil Konut,Hamitler,3. Hançer Sk.,3. Hançer Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR3,B:BN-00001604-50,40.25104860051947,28.99033730458432,OneMap bina poligonu merkezi,1384.2885716524338,1,Tahmin,15.0,,15,0,15,12,12,0,0,0,0,3,1,0.8,0,0,9,0,BİREYSEL,,FTTb,,BF,2012-05-24,2012.0,25917995.0,4.609287061536048
BN-00001604-60,16014701578,O407786,311789.0,Tellcordia ID,CENKÇİ APT.,,,24,Tekil Konut,Akpınar,1. Akpınar Sk.,1. Akpınar Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-60,40.24732152834976,28.970245412760466,OneMap bina poligonu merkezi,376.66744709757467,7,OneMap,15.0,0.0,15,0,15,10,8,1,1,1,0,7,1,0.5333333333333333,0,0,6,0,BİREYSEL,,FTTb,,BF,2011-07-26,2011.0,2908522.0,3.294766202375307
BN-00001604-61,108074,O407787,180205.0,Tellcordia ID,AKIN APT.,,,7,Tekil Konut,Emek Zekai Gümüşdiş,Turgut Özal Cd.,Turgut Özal Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-61,40.25300256839596,28.957181051443904,OneMap bina poligonu merkezi,424.9080217958545,8,OneMap,23.0,2.0,23,2,21,10,9,0,1,0,0,12,1,0.42857142857142855,0,0,4,0,BİREYSEL,,FTTb,,BF,2012-03-21,2012.0,2903973.0,3.6141398701760914
BN-00001604-68,107300,O407794,123045.0,Tellcordia ID,GAZİ APT. A BLOK,,,3,Tekil Konut,Akpınar,1.akın Sk.,1.akın Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-68,40.249407559787414,28.96380652671981,OneMap bina poligonu merkezi,286.3812752750157,6,OneMap,12.0,2.0,12,2,10,0,0,0,0,0,0,10,1,0.0,0,0,0,0,BİREYSEL,,FTTb,,BF,2015-01-30,2015.0,7042796.0,3.3202656887554816
BN-00001604-77,108318,O407803,180162.0,Tellcordia ID,HAYIRLIOĞLU APT. C BLOK,,,2,Tekil Konut,Akpınar,1.ata Sk.,1.ata Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-77,40.24752524708717,28.968074900566812,OneMap bina poligonu merkezi,432.336442457482,4,OneMap,10.0,0.0,10,0,10,7,7,0,0,0,0,3,1,0.7,0,0,6,0,BİREYSEL,,FTTb,,BF,2011-10-10,2011.0,16632157.0,3.2403142659502877
BN-00001604-78,108319,O407804,180163.0,Tellcordia ID,HAYIRLIOĞLU APT. B BLOK,,,19,Tekil Konut,Akpınar,4. Aydın Sk.,4. Aydın Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-78,40.24737715755225,28.968220112981836,OneMap bina poligonu merkezi,440.83531769448314,4,OneMap,10.0,0.0,10,0,10,8,6,1,1,1,0,4,1,0.6,0,0,5,0,BİREYSEL,,FTTb,,BF,2011-10-10,2011.0,2908853.0,3.229936670132377
BN-00001604-79,108320,O407805,180164.0,Tellcordia ID,HAYIRLI OĞLU APT. A BLOK,,,38-42,Tekil Konut,Akpınar,Hancı Cd.,Hancı Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-79,40.24722936929729,28.96836390179029,OneMap bina poligonu merkezi,445.712553356968,5,OneMap,10.0,0.0,10,0,10,9,8,0,1,0,0,2,1,0.8,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-10-10,2011.0,26452850.0,3.2196394822231658
BN-00001604-84,16014720866,O407810,239229.0,Tellcordia ID,AŞİYAN APT. A BLOK,,,8A,Tekil Konut,Geçit,2. Gündoğdu Sk.,2. Gündoğdu Sk.,Osmangazi,Bursa,BRS-GECIT,B:BN-00001604-84,40.26985168693912,28.950925241073985,OneMap bina poligonu merkezi,592.5247996148578,4,Tahmin,19.0,,19,0,19,13,11,0,2,0,0,8,1,0.5789473684210527,1,0,9,2,BİREYSEL,,GPON,GPON,BF,2011-12-08,2011.0,2952349.0,5.468331426902082
BN-00001604-85,16014720867,O407811,117771.0,Tellcordia ID,AŞİYAN APT. B BLOK,,,8B,Tekil Konut,Geçit,2. Gündoğdu Sk.,2. Gündoğdu Sk.,Osmangazi,Bursa,BRS-GECIT,B:BN-00001604-85,40.27000836583585,28.950603070337763,OneMap bina poligonu merkezi,566.617255427404,5,Tahmin,19.0,,19,0,19,14,13,1,0,1,0,6,1,0.6842105263157895,0,0,11,0,BİREYSEL,,GPON,GPON,BF,2011-12-08,2011.0,25855191.0,5.486814673686669
BN-00001604-86,16014720868,O407812,239230.0,Tellcordia ID,AŞİYAN APT. C BLOK,,,8C,Tekil Konut,Geçit,2. Gündoğdu Sk.,2. Gündoğdu Sk.,Osmangazi,Bursa,BRS-GECIT,B:BN-00001604-86,40.27029611336827,28.950843641194908,OneMap bina poligonu merkezi,640.7310317874596,4,Tahmin,19.0,,19,0,19,11,11,0,0,0,0,8,1,0.5789473684210527,0,0,8,0,BİREYSEL,,GPON,GPON,BF,2011-12-08,2011.0,25855200.0,5.5177160513320445
BN-00001604-87,16014720869,O407813,117770.0,Tellcordia ID,AŞİYAN APT. D BLOK,,,8D,Tekil Konut,Geçit,2. Gündoğdu Sk.,2. Gündoğdu Sk.,Osmangazi,Bursa,BRS-GECIT,B:BN-00001604-87,40.27014464444984,28.950350639679186,OneMap bina poligonu merkezi,655.6260254176098,4,Tahmin,19.0,,19,0,19,16,16,0,0,0,0,3,1,0.8421052631578947,0,0,11,2,BİREYSEL,,GPON,GPON,BF,2011-12-08,2011.0,25855205.0,5.502879546081304
BN-00001604-89,16014720383,O409030,67164.0,Tellcordia ID,AKPINAR EVLERİ 3. ETAP A BLOK,,,14B,Tekil Konut,Akpınar,1. Ardıç Sk.,1. Ardıç Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-89,40.24964767355474,28.97014432044169,OneMap bina poligonu merkezi,339.7923807274338,2,Tahmin,6.0,,6,0,6,4,4,0,0,0,0,2,1,0.6666666666666666,0,0,1,0,BİREYSEL,,FTTb,,BF,2011-12-22,2011.0,25174661.0,3.5251197552557025
BN-00001604-90,16014720384,O409031,67157.0,Tellcordia ID,AKPINAR EVLERİ 3. ETAP B BLOK,,,14A,Tekil Konut,Akpınar,1. Ardıç Sk.,1. Ardıç Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-90,40.249511389346786,28.96992923233254,OneMap bina poligonu merkezi,310.2074083300499,3,Tahmin,6.0,,6,0,6,3,3,0,0,0,0,3,1,0.5,0,0,2,1,BİREYSEL,,FTTb,,BF,2011-12-22,2011.0,2908617.0,3.504004028958108
BN-00001604-91,16014720385,O409032,67160.0,Tellcordia ID,AKPINAR EVLERİ 3. ETAP C BLOK,,,14C,Tekil Konut,Akpınar,1. Ardıç Sk.,1. Ardıç Sk.,Osmangazi,Bursa,BRS-1050 KONUTLAR2,B:BN-00001604-91,40.24929791451519,28.97007077742969,OneMap bina poligonu merkezi,349.8957665826522,2,Tahmin,6.0,,6,0,6,1,1,0,0,0,0,5,1,0.16666666666666666,0,0,1,0,BİREYSEL,,FTTb,,BF,2011-12-22,2011.0,25174667.0,3.487194415095632
BN-00001691-10,115041,O410311,161344.0,Tellcordia ID,SAADET APT.,,,11,TEKİL KONUT,Cumhuriyet,Fırat(150) Sk.,Fırat(150) Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-10,40.223084535824064,28.97357422352278,OneMap bina poligonu merkezi,297.0894601138629,6,OneMap,10.0,1.0,10,1,9,0,0,0,0,0,0,9,1,0.0,0,0,0,0,BİREYSEL,,FTTb,,BF,2011-09-19,2011.0,17185331.0,1.7288487395885828
BN-00001691-102,117058,O410427,181380.0,Tellcordia ID,SEDİR SİTESİ A BLOK,,,27,TEKİL KONUT,Barış,Belde Sk.,Belde Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-102,40.214723017092965,28.96006024194156,OneMap bina poligonu merkezi,266.4316131065827,4,OneMap,8.0,0.0,8,0,8,2,2,0,0,0,0,6,1,0.25,0,0,2,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17186499.0,0.8411993625434537
BN-00001691-103,117059,O410428,181381.0,Tellcordia ID,SEDİR SİTESİ B BLOK,,,29,TEKİL KONUT,Barış,Belde Sk.,Belde Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-103,40.214910427358575,28.960109065977697,OneMap bina poligonu merkezi,256.4861080137408,4,OneMap,8.0,0.0,8,0,8,2,2,0,0,0,0,6,1,0.25,0,0,2,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17186501.0,0.8285409846283854
BN-00001691-104,117060,O410429,181382.0,Tellcordia ID,SEDİR SİTESİ D BLOK,,,33,TEKİL KONUT,Barış,Belde Sk.,Belde Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-104,40.21470209225218,28.96029078708952,OneMap bina poligonu merkezi,266.15440304199484,4,OneMap,8.0,0.0,8,0,8,3,3,0,0,0,0,5,1,0.375,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17186505.0,0.8559733722353254
BN-00001691-105,117061,O410430,181383.0,Tellcordia ID,SEDİR SİTESİ E BLOK,,,35,TEKİL KONUT,Barış,Belde Sk.,Belde Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-105,40.21487323370293,28.960326826826545,OneMap bina poligonu merkezi,260.2648810312232,4,OneMap,8.0,0.0,8,0,8,5,5,0,0,0,0,3,1,0.625,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17186507.0,0.8441412778228753
BN-00001691-106,117062,O410431,181384.0,Tellcordia ID,SEDİR SİTESİ F BLOK,,,37,TEKİL KONUT,Barış,Belde Sk.,Belde Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-106,40.21507518675789,28.96039472437011,OneMap bina poligonu merkezi,259.6531565032648,4,OneMap,8.0,0.0,8,0,8,5,4,0,1,0,0,4,1,0.5,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17186509.0,0.832042590977287
BN-00001691-107,117063,O410432,181385.0,Tellcordia ID,SEDİR SİTESİ G BLOK,,,39,TEKİL KONUT,Barış,Belde Sk.,Belde Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-107,40.214680657772504,28.960524985042987,OneMap bina poligonu merkezi,266.14508461703883,4,OneMap,8.0,0.0,8,0,8,3,3,1,0,0,0,5,1,0.375,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17186511.0,0.8711969702373784
BN-00001691-108,117057,O410433,181379.0,Tellcordia ID,SEDİR SİTESİ C BLOK,,,31,TEKİL KONUT,Barış,Belde Sk.,Belde Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-108,40.215096393262066,28.960162545870407,OneMap bina poligonu merkezi,261.9841633489979,4,OneMap,8.0,0.0,8,0,8,2,2,0,0,0,0,6,1,0.25,0,0,1,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17186503.0,0.8166223626966932
BN-00001691-109,106279,O410434,67930.0,Tellcordia ID,REMZİ KIRATLI 1 APT. B BLOK,,,4,TEKİL KONUT,Cumhuriyet,Aday(150) Sk.,Aday(150) Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-109,40.21942134934498,28.968449352256187,OneMap bina poligonu merkezi,243.21649717730506,5,OneMap,12.0,2.0,12,2,10,3,3,1,0,0,0,7,1,0.3,0,0,0,0,BİREYSEL,,FTTb,,BF,2011-03-10,2011.0,17185128.0,1.2732632568029214
BN-00001691-11,16014701639,O410312,127876.0,Tellcordia ID,DOĞUŞPARK APT. D BLOK,,,16D,TEKİL KONUT,Esentepe,Baytar Sk.,Baytar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-11,40.22407147328787,28.987409588941595,OneMap bina poligonu merkezi,951.014390339452,5,OneMap,23.0,0.0,23,0,23,4,4,0,0,0,0,19,1,0.17391304347826086,0,0,4,0,BİREYSEL,,FTTb,,BF,2012-01-09,2012.0,25604947.0,2.9077998183005436
BN-00001691-110,114577,O410435,161294.0,Tellcordia ID,RÜYAMLAR APT. C BLOK,,,4,TEKİL KONUT,Cumhuriyet,Mavi Sk.,Mavi Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-110,40.22168216001449,28.973083422717593,OneMap bina poligonu merkezi,203.2172482338245,6,OneMap,12.0,3.0,12,3,9,5,5,1,0,0,0,4,1,0.5555555555555556,0,0,5,1,BİREYSEL,,FTTb,,BF,2011-03-10,2011.0,17185316.0,1.667868341233282
BN-00001691-111,114576,O410436,161295.0,Tellcordia ID,RÜYAMLAR APT. D BLOK,,,3,TEKİL KONUT,Cumhuriyet,Mert Sk.,Mert Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-111,40.221547049504395,28.973134552603156,OneMap bina poligonu merkezi,247.95052372900395,6,OneMap,12.0,1.0,12,1,11,7,6,0,1,0,0,5,1,0.5454545454545454,1,0,4,1,BİREYSEL,,FTTb,,BF,2011-03-10,2011.0,17185529.0,1.6710370062456634
BN-00001691-112,114925,O410437,161305.0,Tellcordia ID,İLHAN USLU APT. A BLOK,,,60,TEKİL KONUT,Cumhuriyet,Gazi Cd.,Gazi Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-112,40.22358188554799,28.97199310556144,OneMap bina poligonu merkezi,235.20825613346267,6,OneMap,13.0,2.0,13,2,11,6,6,0,0,0,0,5,1,0.5454545454545454,1,0,4,2,BİREYSEL,,FTTb,,BF,2011-03-22,2011.0,17185656.0,1.6075434630000125
BN-00001691-113,115054,O410438,181313.0,Tellcordia ID,AYYILDIZ KENT APT. A  BLOK,,,20,TEKİL KONUT,Cumhuriyet,Gazi Cd.,Gazi Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-113,40.218774953346184,28.972511160213557,OneMap bina poligonu merkezi,268.48344852240564,5,OneMap,10.0,2.0,10,2,8,4,3,0,1,0,0,5,1,0.375,1,1,2,1,BİREYSEL,,FTTb,,BF,2011-03-22,2011.0,19818135.0,1.623990480047762
