bina_serial,tellcordia_id,location_id,onemap_objectid,eslesme,ad,site_adi,blok_adi,kapi_no,bina_turu,mahalle,cadde,sokak,ilce,il,obek,site_grup,lat,lon,konum_kaynagi,taban_alani_m2,kat,kat_kaynagi,konut_sayisi,isyeri_sayisi,toplam_hp,soho_hp,res_hp,aktif_toplam,aktif_res,aktif_soho,aktif_toptan,aktif_esnaf,aktif_diger,firsat,bina,penetrasyon,kurulum_son_ay,churn_son_ay,tv,tv_yan_oda,protokol_segment,toplu_satis,altyapi,teknoloji,evrak_tipi,sales_ready,satisa_hazir_yil,uavt_bina_kodu,ofis_km
BN0001122658,16003723071,O33945001,3723071.0,Tellcordia ID,GUMUS CİTY H BLOK,GUMUS CİTY,GUMUS CİTY,213H,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122658,40.06080109306892,29.51069160967261,OneMap bina poligonu merkezi,280.7881380743016,3,OneMap,6.0,,6,0,6,4,4,0,0,0,0,2,1,0.6666666666666666,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26973932.0,50.541601718755146
BN0001122659,16003723072,O33945002,3723072.0,Tellcordia ID,GUMUS CİTY J BLOK,GUMUS CİTY,GUMUS CİTY,213J,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122659,40.06073370524301,29.51034431596051,OneMap bina poligonu merkezi,280.35368756558836,3,OneMap,6.0,,6,0,6,1,1,0,0,0,0,5,1,0.16666666666666666,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26974011.0,50.51654595278211
BN0001122660,16003723073,O33945003,3723073.0,Tellcordia ID,GUMUS CİTY A BLOK,GUMUS CİTY,GUMUS CİTY,213A,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122660,40.06084128096531,29.509757007875233,OneMap bina poligonu merkezi,280.89830472366776,3,OneMap,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26973877.0,50.46561644853803
BN0001122661,16003723074,O33945004,3723074.0,Tellcordia ID,GUMUS CİTY K BLOK,GUMUS CİTY,GUMUS CİTY,213K,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122661,40.06067869846398,29.509997924705207,OneMap bina poligonu merkezi,280.28108489646615,3,OneMap,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26974013.0,50.491088978080974
BN0001122662,16003723075,O33945005,3723075.0,Tellcordia ID,GUMUS CİTY C BLOK,GUMUS CİTY,GUMUS CİTY,213C,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122662,40.06121640546166,29.509890468120187,OneMap bina poligonu merkezi,280.59544853654666,3,OneMap,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26973895.0,50.46175781006356
BN0001122663,16003723076,O33945006,3723076.0,Tellcordia ID,GUMUS CİTY B BLOK,GUMUS CİTY,GUMUS CİTY,213B,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122663,40.06106523882554,29.509628866336893,OneMap bina poligonu merkezi,280.5340121449187,3,OneMap,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,1,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26973886.0,50.44675612139629
BN0001122664,16003723077,O33945007,3723077.0,Tellcordia ID,GUMUS CİTY F BLOK,GUMUS CİTY,GUMUS CİTY,213F,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122664,40.06120322471773,29.510899174431927,OneMap bina poligonu merkezi,280.6071184653023,3,OneMap,6.0,,6,0,6,3,3,0,0,0,0,3,1,0.5,0,0,2,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26973913.0,50.542626830457735
BN0001122665,16003723078,O33945008,3723078.0,Tellcordia ID,GUMUS CİTY G BLOK,GUMUS CİTY,GUMUS CİTY,213G,Tekil Konut,Hamidiye,Ahmet Türkel Cd.,Ahmet Türkel Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001122665,40.06095201323814,29.51095707279623,OneMap bina poligonu merkezi,280.1733977646252,3,OneMap,6.0,,6,0,6,0,0,0,0,0,0,6,1,0.0,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26973921.0,50.556922444187535
BN0001122666,34004156487,O33945009,4246008.0,Tellcordia ID,,AKFA ZUMRUT EVLERİ,AKFA ZUMRUT EVLERİ,4 A,Site,Yenigün,Şehit Rafet Adana Sk.,Şehit Rafet Adana Sk.,Yenişehir,Bursa,BRS-YNTOK_E-HP,S:Yenişehir|Yenigün|AKFA ZUMRUT#1,40.2766042,29.64764955,OneMap bina poligonu merkezi,171.3956601766024,10,Tahmin,12.0,,12,0,12,2,2,0,0,0,0,10,1,0.16666666666666666,1,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-07-09,2023.0,71721511.0,59.32636502489252
BN0001122667,34004156488,O33945010,4246009.0,Tellcordia ID,,AKFA ZUMRUT EVLERİ,AKFA ZUMRUT EVLERİ,4 B,Site,Yenigün,Şehit Rafet Adana Sk.,Şehit Rafet Adana Sk.,Yenişehir,Bursa,BRS-YNTOK_E-HP,S:Yenişehir|Yenigün|AKFA ZUMRUT#1,40.2766194,29.647964850000005,OneMap bina poligonu merkezi,215.125029538017,8,Tahmin,12.0,,12,0,12,2,2,0,0,0,0,10,1,0.16666666666666666,1,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-07-09,2023.0,71721513.0,59.35319426984923
BN0001122668,34004156489,O33945011,4246010.0,Tellcordia ID,,AKFA ZUMRUT EVLERİ,AKFA ZUMRUT EVLERİ,4 C,Site,Yenigün,Şehit Rafet Adana Sk.,Şehit Rafet Adana Sk.,Yenişehir,Bursa,BRS-YNTOK_E-HP,S:Yenişehir|Yenigün|AKFA ZUMRUT#1,40.27662,29.648307499999998,OneMap bina poligonu merkezi,206.9060188584181,8,Tahmin,12.0,,12,0,12,2,2,0,0,0,0,10,1,0.16666666666666666,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-07-09,2023.0,71721515.0,59.382166617041214
BN0001122900,16003423648,O33948759,3423648.0,Tellcordia ID,UZUNOGLU APT,Null,Null,18,Tekil Konut,Ömerbey,İstasyon Cd.,İstasyon Cd.,Mudanya,Bursa,BRS-MUDANYA_2021,B:BN0001122900,40.37175755019691,28.891961724354548,OneMap bina poligonu merkezi,135.4029442984089,5,OneMap,5.0,,5,0,5,1,1,0,0,0,0,4,1,0.2,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,2871707.0,17.531275498756724
BN0001122902,16003423651,O33948761,3423651.0,Tellcordia ID,NO9 APT,,,9,Tekil Konut,Ömerbey,Orta İstasyon Cd.,Orta İstasyon Cd.,Mudanya,Bursa,BRS-MUDANYA_2021,B:BN0001122902,40.37156513404765,28.891965887454553,OneMap bina poligonu merkezi,117.93689557683297,5,OneMap,4.0,,4,0,4,0,0,0,0,0,0,4,1,0.0,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,2872013.0,17.51086470037084
BN0001122908,16003423668,O33948768,3423668.0,Tellcordia ID,NECİP BEY APT,,,25,Tekil Konut,Ömerbey,Bursa Asfaltı Cd.,Bursa Asfaltı Cd.,Mudanya,Bursa,BRS-MUDANYA_2021,B:BN0001122908,40.37055859351108,28.89260066870609,OneMap bina poligonu merkezi,189.72422933469744,4,OneMap,12.0,,12,0,12,0,0,0,0,0,0,12,1,0.0,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-10-18,2023.0,2871548.0,17.388538752914574
BN0001122909,34004156490,O33948769,4246013.0,Tellcordia ID,RENGUL APT,,,30,Tekil Konut,Ömerbey,İstasyon Cd.,İstasyon Cd.,Mudanya,Bursa,BRS-MUDANYA_2021,B:BN0001122909,40.371273450000004,28.892745100000003,OneMap bina poligonu merkezi,154.3566244755863,4,Tahmin,4.0,,4,1,3,2,2,0,0,0,0,1,1,0.6666666666666666,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,2871719.0,17.460375345469515
BN0001123012,34004156492,O33973066,4247289.0,Tellcordia ID,MİA KURTULUŞ,MİA KURTULUŞ,A,1A,Site,Kurtuluş,İbni Sina Cd.,İbni Sina Cd.,Nilüfer,Bursa,BRS-GORUKLE,S:Nilüfer|Kurtuluş|MIA KURTULUS#1,40.211685213060406,28.831892569738326,OneMap bina poligonu merkezi,138.35359160882956,8,Tahmin,8.0,0.0,8,0,8,2,2,0,0,0,0,6,1,0.25,0,0,2,0,BİREYSEL,,GPON,GPON,BF,2025-05-30,2025.0,37485835.0,10.384257298562696
BN0001123013,34004156493,O33973067,4246049.0,Tellcordia ID,MİA KURTULUŞ,MİA KURTULUŞ,B,1B,Site,Kurtuluş,İbni Sina Cd.,İbni Sina Cd.,Nilüfer,Bursa,BRS-GORUKLE,S:Nilüfer|Kurtuluş|MIA KURTULUS#1,40.21183991377782,28.83204754339814,OneMap bina poligonu merkezi,125.38513766308029,8,Tahmin,8.0,0.0,8,0,8,1,1,0,0,0,0,7,1,0.125,0,0,0,0,BİREYSEL,,GPON,GPON,BF,2025-05-30,2025.0,37485837.0,10.36955957534001
BN0001123014,34004156494,O33973068,4246050.0,Tellcordia ID,MİA KURTULUŞ,MİA KURTULUŞ,C,1C,Site,Kurtuluş,İbni Sina Cd.,İbni Sina Cd.,Nilüfer,Bursa,BRS-GORUKLE,S:Nilüfer|Kurtuluş|MIA KURTULUS#1,40.211977495735546,28.832177016106304,OneMap bina poligonu merkezi,112.02065585199495,8,Tahmin,8.0,0.0,8,0,8,1,1,0,0,0,0,7,1,0.125,0,0,1,0,BİREYSEL,,GPON,GPON,BF,2025-05-30,2025.0,37485839.0,10.357215569485602
BN0001123015,34004156495,O33973069,4246051.0,Tellcordia ID,MİA KURTULUŞ,MİA KURTULUŞ,D,1E,Site,Kurtuluş,İbni Sina Cd.,İbni Sina Cd.,Nilüfer,Bursa,BRS-GORUKLE,S:Nilüfer|Kurtuluş|MIA KURTULUS#1,40.21191901158229,28.832534205774117,OneMap bina poligonu merkezi,146.82555405892964,6,Tahmin,6.0,0.0,6,0,6,0,0,0,0,0,0,6,1,0.0,0,0,0,0,BİREYSEL,,GPON,GPON,BF,2025-05-30,2025.0,109147946.0,10.327566713945142
BN0001124289,16014742810,O34091663,2084717.0,Tellcordia ID,SİTARE A BLOK,SİTARE,SİTARE,3A,Site,Yunuseli,856. Sk.,856. Sk.,Osmangazi,Bursa,BRS-YUNUSELI,S:Osmangazi|Yunuseli|SITARE#1,40.26352677055759,29.00729322936077,OneMap bina poligonu merkezi,294.2212165597474,9,Tahmin,19.0,3.0,19,1,18,17,17,0,0,0,0,1,1,0.9444444444444444,0,0,5,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,37755332.0,6.601924864486952
BN0001124290,16014742811,O34091664,2084718.0,Tellcordia ID,SİTARE B BLOK,SİTARE,SİTARE,3B,Site,Yunuseli,856. Sk.,856. Sk.,Osmangazi,Bursa,BRS-YUNUSELI,S:Osmangazi|Yunuseli|SITARE#1,40.26349991455478,29.00703862851348,OneMap bina poligonu merkezi,358.0576908856782,4,Tahmin,10.0,4.0,10,0,10,5,5,0,0,0,0,5,1,0.5,0,0,3,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,37755334.0,6.5848152071347625
BN0001124291,16014740761,O34091665,1393655.0,Tellcordia ID,BEREKET A BLOK,BEREKET,BEREKET,109A,Site,Güneştepe,Kamelya Cd.,Kamelya Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR3,S:Osmangazi|Güneştepe|BEREKET#1,40.26205357314869,29.00360789948274,OneMap bina poligonu merkezi,413.3614335059895,8,Tahmin,25.0,2.0,25,5,20,4,3,0,1,0,0,17,1,0.15,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,16740729.0,6.268546855747336
BN0001124292,16014740762,O34091666,1393656.0,Tellcordia ID,BEREKET B BLOK,BEREKET,BEREKET,109B,Site,Güneştepe,Kamelya Cd.,Kamelya Cd.,Osmangazi,Bursa,BRS-1050 KONUTLAR3,S:Osmangazi|Güneştepe|BEREKET#1,40.26220316658708,29.004117541592795,OneMap bina poligonu merkezi,611.3360621385557,6,Tahmin,25.0,2.0,25,5,20,5,5,1,0,0,0,15,1,0.25,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,31551523.0,6.310139815677687
BN0001124293,16003723485,O34091667,3723485.0,Tellcordia ID,ZADELER 1  D BLOK,ZADELER 1,ZADELER 1,20D,Tekil Konut,Mahmudiye,Ortaköy Cd.,Ortaköy Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001124293,40.06114319841996,29.521730214860487,OneMap bina poligonu merkezi,374.36993107054076,4,OneMap,6.0,,6,0,6,1,1,0,0,0,0,5,1,0.16666666666666666,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,28047691.0,51.40887139089093
BN0001124294,16003723535,O34091668,3723535.0,Tellcordia ID,ZADELER 1 C BLOK,ZADELER 1,ZADELER 1,20C,Tekil Konut,Mahmudiye,Ortaköy Cd.,Ortaköy Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001124294,40.06085427612414,29.52155036055408,OneMap bina poligonu merkezi,372.61998320005256,4,OneMap,6.0,,6,0,6,3,2,0,1,0,0,4,1,0.3333333333333333,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,28047687.0,51.40546704279246
BN0001124295,16003723536,O34091669,3723536.0,Tellcordia ID,ZADELER 1 E BLOK,ZADELER 1,ZADELER 1,20E,Tekil Konut,Mahmudiye,Ortaköy Cd.,Ortaköy Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001124295,40.06142540444005,29.521929220500237,OneMap bina poligonu merkezi,359.9399611085437,4,OneMap,6.0,,6,0,6,5,5,0,0,0,0,1,1,0.8333333333333334,0,0,2,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,28047695.0,51.41408359864824
BN0001124296,16003723540,O34091670,3723540.0,Tellcordia ID,ZADELER 1 B BLOK,ZADELER 1,ZADELER 1,20B,Tekil Konut,Mahmudiye,Ortaköy Cd.,Ortaköy Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001124296,40.06094065472942,29.522133183099637,OneMap bina poligonu merkezi,359.89069818973115,4,OneMap,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,28047683.0,51.448724805852414
BN0001124297,16003723541,O34091671,3723541.0,Tellcordia ID,ZADELER 1 A BLOK,ZADELER 1,ZADELER 1,20A,Tekil Konut,Mahmudiye,Ortaköy Cd.,Ortaköy Cd.,İnegöl,Bursa,BRS-INEGOL,B:BN0001124297,40.06124068730964,29.52234187211323,OneMap bina poligonu merkezi,360.6914400560893,4,OneMap,6.0,,6,0,6,4,4,0,0,0,0,2,1,0.6666666666666666,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,28047665.0,51.454029674742365
BN0001124298,16003723613,O34091672,3723613.0,Tellcordia ID,ÇAĞDAŞ YAŞAM PREMİUM D BLOK,ÇAĞDAŞ YAŞAM PREMİUM,ÇAĞDAŞ YAŞAM PREMİUM,1D,Tekil Konut,Süleymaniye,Ceylan Sk.,Ceylan Sk.,İnegöl,Bursa,BRS-INEGOL,B:BN0001124298,40.087103451180354,29.490202448622924,OneMap bina poligonu merkezi,1123.1938627420323,3,OneMap,6.0,,6,0,6,3,3,0,0,0,0,3,1,0.5,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,34761702.0,47.94070561414971
BN0001124299,16003723614,O34091673,3723614.0,Tellcordia ID,ÇAĞDAŞ YAŞAM PREMİUM A BLOK,ÇAĞDAŞ YAŞAM PREMİUM,ÇAĞDAŞ YAŞAM PREMİUM,1A,Tekil Konut,Süleymaniye,Ceylan Sk.,Ceylan Sk.,İnegöl,Bursa,BRS-INEGOL,B:BN0001124299,40.08734377805731,29.490274049277552,OneMap bina poligonu merkezi,1163.535846411018,3,OneMap,6.0,,6,0,6,5,5,0,0,0,0,1,1,0.8333333333333334,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,33944577.0,47.93833207264516
BN0001124300,34004156510,O34091674,4251251.0,Tellcordia ID,ÇAĞDAŞ YAŞAM PREMİUM B BLOK,ÇAĞDAŞ YAŞAM PREMİUM,ÇAĞDAŞ YAŞAM PREMİUM,1B,Site,Süleymaniye,Ceylan Sk.,Ceylan Sk.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Süleymaniye|CAGDAS YASAM PREMIUM#1,40.0871941,29.490705449999997,OneMap bina poligonu merkezi,174.3513697516009,5,Tahmin,6.0,,6,0,6,3,3,0,0,0,0,3,1,0.5,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,33944579.0,47.97831160958652
BN0001124301,34004156511,O34091675,4251249.0,Tellcordia ID,ÇAĞDAŞ YAŞAM PREMİUM C BLOK,ÇAĞDAŞ YAŞAM PREMİUM,ÇAĞDAŞ YAŞAM PREMİUM,1C,Site,Süleymaniye,Ceylan Sk.,Ceylan Sk.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Süleymaniye|CAGDAS YASAM PREMIUM#1,40.087146758809126,29.490822332440757,OneMap bina poligonu merkezi,158.92087462073033,5,Tahmin,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,34761700.0,47.989374127848656
BN0001124302,34004156512,O34091676,4251252.0,Tellcordia ID,ÇAĞDAŞ YAŞAM PREMİUM E BLOK,ÇAĞDAŞ YAŞAM PREMİUM,ÇAĞDAŞ YAŞAM PREMİUM,1E,Site,Süleymaniye,Ceylan Sk.,Ceylan Sk.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Süleymaniye|CAGDAS YASAM PREMIUM#1,40.08695241755133,29.490626501493143,OneMap bina poligonu merkezi,143.66319274082696,6,Tahmin,6.0,,6,0,6,1,1,0,0,0,0,5,1,0.16666666666666666,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,34761704.0,47.9801395170668
BN0001124303,34004156513,O34091677,4251253.0,Tellcordia ID,ÇAĞDAŞ YAŞAM PREMİUM F BLOK,ÇAĞDAŞ YAŞAM PREMİUM,ÇAĞDAŞ YAŞAM PREMİUM,1F,Site,Süleymaniye,Ceylan Sk.,Ceylan Sk.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Süleymaniye|CAGDAS YASAM PREMIUM#1,40.08691452197915,29.490738615812482,OneMap bina poligonu merkezi,146.3069913779629,6,Tahmin,6.0,,6,0,6,3,3,0,0,0,0,3,1,0.5,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,34761706.0,47.99049617637317
BN0001124304,16003723721,O34091678,3723721.0,Tellcordia ID,DUNYA B BLOK,DUNYA,DUNYA,11B,Diğer,Turgutalp,Uzay Sk.,Uzay Sk.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Turgutalp|DUNYA#1,40.080001520648224,29.490933603970422,OneMap bina poligonu merkezi,287.24320613170795,3,OneMap,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,1,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26957174.0,48.24683884423339
BN0001124305,16003723722,O34091679,3723722.0,Tellcordia ID,DUNYA C BLOK,DUNYA,DUNYA,11C,Diğer,Turgutalp,Uzay Sk.,Uzay Sk.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Turgutalp|DUNYA#1,40.079810788156536,29.491279090207946,OneMap bina poligonu merkezi,336.0652548463566,3,OneMap,6.0,,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26957177.0,48.2814317268172
BN0001124306,34004156509,O34091680,4251250.0,Tellcordia ID,DUNYA A BLOK,DUNYA,DUNYA,11A,Site,Turgutalp,Uzay Sk.,Uzay Sk.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Turgutalp|DUNYA#1,40.08000027814412,29.490636287112522,OneMap bina poligonu merkezi,296.6119100836737,3,Tahmin,6.0,,6,0,6,5,5,0,0,0,0,1,1,0.8333333333333334,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,26957170.0,48.222956573001504
BN0001124307,16003724131,O34091681,3724131.0,Tellcordia ID,EKİN A BLOK,EKİN,EKİN,22A,Diğer,Yunusemre,Karanfil Cd.,Karanfil Cd.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Yunusemre|EKIN#1,40.11063247256297,29.525321770105435,OneMap bina poligonu merkezi,414.4294341910507,5,OneMap,14.0,,14,0,14,2,2,0,0,0,0,12,1,0.14285714285714285,0,0,0,0,Bireysel_EHP,,GPON,GPON,BF,2023-08-21,2023.0,20166246.0,50.09615608935278
BN0001124308,16003724132,O34091682,3724132.0,Tellcordia ID,EKİN B BLOK,EKİN,EKİN,22B,Diğer,Yunusemre,Karanfil Cd.,Karanfil Cd.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Yunusemre|EKIN#1,40.11085569685044,29.52506051347153,OneMap bina poligonu merkezi,415.2713966984216,5,OneMap,14.0,,14,0,14,3,3,0,0,0,0,11,1,0.21428571428571427,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-08-21,2023.0,20166247.0,50.068632490733606
BN0001124309,16003724133,O34091683,3724133.0,Tellcordia ID,EKİN C BLOK,EKİN,EKİN,22C,Diğer,Yunusemre,Karanfil Cd.,Karanfil Cd.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Yunusemre|EKIN#1,40.111091981735946,29.524800099640043,OneMap bina poligonu merkezi,443.45362972966467,5,OneMap,13.0,,13,0,13,3,3,0,0,0,0,10,1,0.23076923076923078,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-08-21,2023.0,20166248.0,50.040836340967076
BN0001124310,16003724134,O34091684,3724134.0,Tellcordia ID,EKİN E BLOK,EKİN,EKİN,22E,Diğer,Yunusemre,Karanfil Cd.,Karanfil Cd.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Yunusemre|EKIN#1,40.1112528373298,29.5254535672707,OneMap bina poligonu merkezi,431.04615513771364,5,OneMap,14.0,,14,0,14,2,2,0,0,0,0,12,1,0.14285714285714285,0,0,2,0,Bireysel_EHP,,GPON,GPON,BF,2023-08-21,2023.0,20166250.0,50.09044728867349
BN0001124311,16003724135,O34091685,3724135.0,Tellcordia ID,EKİN F BLOK,EKİN,EKİN,22F,Diğer,Yunusemre,Karanfil Cd.,Karanfil Cd.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Yunusemre|EKIN#1,40.11099612032675,29.52567529468455,OneMap bina poligonu merkezi,423.50673480990986,5,OneMap,14.0,,14,0,14,6,6,0,0,0,0,8,1,0.42857142857142855,0,0,4,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,20166252.0,50.11558559720026
BN0001124312,16003724136,O34091686,3724136.0,Tellcordia ID,EKİN D BLOK,EKİN,EKİN,22D,Diğer,Yunusemre,Karanfil Cd.,Karanfil Cd.,İnegöl,Bursa,BRS-INEGOL,S:İnegöl|Yunusemre|EKIN#1,40.11141753937682,29.525200648150097,OneMap bina poligonu merkezi,422.76690756096906,5,OneMap,14.0,,14,0,14,5,5,0,0,0,0,9,1,0.35714285714285715,1,0,3,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,20166249.0,50.06519498461207
BN0001124313,34004156514,O34091687,4252720.0,Tellcordia ID,TOPRAKLAR B BLOK,TOPRAKLAR,TOPRAKLAR,3B,Site,Vanimehmet,Ünal Sk.,Ünal Sk.,Kestel,Bursa,BRS-KESTEL2,S:Kestel|Vanimehmet|TOPRAKLAR,40.19493592352548,29.22090290968123,OneMap bina poligonu merkezi,202.86656949527594,9,Tahmin,14.0,,14,0,14,5,5,0,0,0,0,9,1,0.35714285714285715,0,0,1,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,37083636.0,22.901149899385125
BN0001124315,34004156516,O34091689,4252729.0,Tellcordia ID,ARMAĞAN FALEZ 2 EVLERİ A BLOK,ARMAĞAN FALEZ 2 EVLERİ,ARMAĞAN FALEZ 2 EVLERİ,6A,Site,Yeni,518. Sk.,518. Sk.,Mudanya,Bursa,BRS-MUDANYA_2021,S:Mudanya|Yeni|ARMAGAN FALEZ 2#1,40.355117930552396,28.907921194312625,OneMap bina poligonu merkezi,197.1024626777493,7,Tahmin,10.0,,10,0,10,3,3,0,0,0,0,7,1,0.3,0,0,1,1,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,31292895.0,15.388380418954805
BN0001124316,34004156517,O34091690,4252730.0,Tellcordia ID,ARMAĞAN FALEZ 2 EVLERİ B BLOK,ARMAĞAN FALEZ 2 EVLERİ,ARMAĞAN FALEZ 2 EVLERİ,6B,Site,Yeni,518. Sk.,518. Sk.,Mudanya,Bursa,BRS-MUDANYA_2021,S:Mudanya|Yeni|ARMAGAN FALEZ 2#1,40.35508442119757,28.908163092411712,OneMap bina poligonu merkezi,155.59975522729798,12,Tahmin,14.0,,14,0,14,4,4,0,0,0,0,10,1,0.2857142857142857,0,0,2,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,31292897.0,15.379626566083513
BN0001124317,34004156518,O34091691,4252731.0,Tellcordia ID,ARMAĞAN FALEZ 2 EVLERİ C BLOK,ARMAĞAN FALEZ 2 EVLERİ,ARMAĞAN FALEZ 2 EVLERİ,6AA,Site,Yeni,518. Sk.,518. Sk.,Mudanya,Bursa,BRS-MUDANYA_2021,S:Mudanya|Yeni|ARMAGAN FALEZ 2#1,40.35500254076853,28.907924701044102,OneMap bina poligonu merkezi,166.74520029839897,11,Tahmin,14.0,,14,0,14,5,5,0,0,0,0,9,1,0.35714285714285715,0,0,2,0,Bireysel_EHP,,GPON,GPON,BF,2023-09-28,2023.0,31292913.0,15.375957997272922
